	C1	C2	C3	C4	C5	P1	P2	P3	P4	P5
ATP6V1D	7.6009535868384575	7.6940444130862025	8.120808102298621	7.772611496031757	8.034963989749302	7.9910682753603695	7.833902076669164	7.958088658480079	7.822284016017469	7.567575868524113
ATP6V1E1	6.115615931428109	6.732540561308117	6.723968049636323	6.549515160046773	6.516960659898823	6.329482431025636	5.9233869155047145	6.369117458599815	6.323189901088398	6.4950555283680185
ATP6V1E2	0.8399595874895318	0.8953026213333066	1.0496307677246008	0.7311832415722002	1.4382928515791469	1.232660756790275	1.0772429989324606	1.3840498067951599	1.232660756790275	1.1110313123887439
ATP6V1F	5.483170853229874	5.344118334521428	5.317231700222606	5.1501534552462465	5.460414939162169	5.3269687115878925	4.864928972289788	5.350850805483376	5.2720231890610485	5.886306263452426
ATP6V1G1	6.358255586705128	6.621319301014191	7.053002695694355	6.533874777258546	6.438791852578261	6.51853513898218	6.274261661257048	6.16430358309365	6.650620971653147	6.582405463540779
ATP6V1G2	0.0	0.6690267655096306	0.0	0.21412480535284734	0.02856915219677092	0.15055967657538138	0.08406426478847456	0.4005379295837288	0.41142624572646497	0.0
ATP6V1G2-DDX39B	0.056583528366367514	0.0	0.11103131238874395	0.12432813500220177	0.2016338611696504	0.0	0.5459683691052925	0.2016338611696504	0.0	0.056583528366367514
ATP6V1H	4.754353071692127	5.0259146987507926	5.024585638278273	5.099715999160909	5.260402093025793	4.788685710613533	4.67072705449947	5.064796645911805	4.888986721186558	5.069100631922826
ATP7A	4.24412594328373	4.921245888585589	4.995032192477536	4.775050541483175	5.294620748891627	5.314696525656286	4.7136958148433585	5.069100631922826	5.034303767768035	4.8104431038451745
ATP7B	4.515384460636948	3.9411063109464313	3.7782085763980877	3.7623488156441294	3.968090752045256	4.315421315945778	3.690417095532466	4.779259720372376	4.135863165368679	3.5434958834257717
ATP8A1	5.0802312720192635	5.425593577653059	5.39746072605472	5.734709620225838	5.380937194927824	5.3554391972486854	5.143230134776893	5.87528859822269	6.594847089653	5.656782364218995
ATP8A2	1.7180875839605168	2.3476656563009706	1.3504972470841332	1.4329594072761063	1.584962500721156	2.1076878693143737	2.2141248053528475	1.7990873060740036	2.127633279725874	1.4854268271702418
ATP8B1	2.319039815562536	2.292781749227846	2.277984747299765	1.726831217032493	2.389566811762726	3.3204846780176935	3.2141248053528475	2.641546029087524	2.292781749227846	1.4854268271702418
ATP8B2	6.421391631882804	5.8270568365001525	5.7136958148433585	5.695437110405369	6.047669251391315	6.532940288372874	6.562852959583925	6.4990485977338786	6.252476214135217	6.1430260038899736
ATP8B3	3.3103401206121505	2.339137384919585	1.903038270112912	2.720278465233327	2.5582676340557358	2.9467308601403097	3.0443941193584534	2.4776773275653072	3.4195388915137843	2.1210154009613658
ATP8B4	1.6780719051126378	3.0	2.2600256559614555	2.424922088210688	3.521050736900963	2.438292851579147	2.8972404255747994	3.2047667506546134	2.411426245726465	2.6016965164809576
ATP8B5P	0.15055967657538138	0.070389327891398	0.27500704749986976	0.08406426478847456	0.3895668117627256	0.15055967657538138	0.2016338611696504	0.44360665147561457	1.0772429989324606	0.4005379295837288
ATP9A	4.138323004056484	3.357552004618084	3.2464080872463845	2.8953026213333066	3.4982508675278257	5.23035674505615	4.562547724199122	4.763411574470007	5.529820946528695	4.072105800480419
ATP9B	5.484138131201669	5.234961094839504	5.20163386116965	5.1346316714476465	5.416164164733128	5.32876467228402	5.386121156814855	5.574101508089389	5.247927513443585	5.3077927961298945
ATPAF1	5.351204277257994	5.419201773848765	5.460414939162169	5.366322214245816	5.519479002307236	5.277240898332068	4.76394266044725	5.502394256111261	5.18824265626441	5.7167165917059695
ATPAF1-AS1	0.32192809488736235	0.0	0.13750352374993502	0.04264433740849372	0.18903382439001715	0.15055967657538138	0.4222330006830478	0.3334237337251918	0.04264433740849372	0.0
ATPAF2	3.145677455195635	3.0942360698457656	3.289834465177509	3.0071955014042038	3.3868109464722167	3.1651079851445365	3.0125686735030555	3.3757345385831563	2.7676547982373463	2.8698714061777126
ATPBD4	3.2524762141352173	3.102658131363739	3.4581194811745064	3.475084882948783	3.4995270242150958	3.7452373321297494	3.3950627995175777	3.382667252745041	3.6473145095471358	3.5008020530571575
ATPIF1	3.9078520718459635	4.111031312388744	4.06522762277562	3.775050541483175	3.351910961103077	3.674686619927999	3.599317793698226	3.552131108253784	3.740927560318628	4.297191416565856
ATR	6.234577959784565	6.973840839533145	6.836681593327116	6.767257525746639	6.785812075358369	6.504461496534579	6.805034439854537	6.615004241635032	6.481234349528531	5.907611762852173
ATRIP	2.2957230245399685	2.7949356628035362	2.2839217723076173	2.6848187375532224	2.700439718141092	2.2839217723076173	2.5921580021253603	2.9392265777282085	2.6229303509201767	2.643856189774725
ATRN	6.541174073406555	6.773996325111173	6.509062386361898	6.727648222268611	6.963127280592787	6.716853749574675	6.774391746530913	6.898933871780176	6.865176496531776	6.474273787722556
ATRNL1	5.998872453994275	6.206135253404591	5.945092630539956	6.3739961421312366	6.169925001442312	6.139346700289664	6.1170716238451215	6.2469780596147215	6.6117625600648715	6.395062799517578
ATRX	7.182096347749002	7.23112515787905	7.085764553778314	7.17572418538028	7.242888272997536	7.601696516480957	8.048922749985195	7.541096615349524	7.814614507639093	6.717402250689879
ATXN1	7.3139713710590195	7.4822029262959555	7.097294751123485	7.537218400538596	7.596935142387232	7.295447534572379	7.183486514459391	7.4965741969354625	7.172527518700002	6.855117639487686
ATXN10	6.194362890727586	6.164705840182799	6.331096083759328	6.015693807105145	6.481072856827754	6.353499735245657	6.325890061039784	6.362820525534263	6.284477117810423	5.3795516533654935
ATXN1L	6.514595714763664	6.113950482422504	5.861211003457162	6.282995721155153	6.419033185471022	6.338602690352632	6.142821844115928	6.368419155081396	6.357200084860054	5.707911254185168
ATXN2	6.12742692986628	5.780047576061869	5.308156975114762	5.684257705058932	5.553360503335328	6.01992426090841	6.447413892046738	5.7034883496568245	5.765534746362977	5.05528243550119
ATXN2L	6.523248292605209	5.536985375791937	5.461724991502711	5.7964939294258375	6.13709360897494	6.170325694415555	6.668743189087904	6.318859105968651	5.884842093799463	4.758089934201813
ATXN3	4.615887073916057	4.625854931368057	4.94673086014031	4.808385050656093	4.521678951603199	4.833902076669164	4.907852071845964	5.001351892999959	5.258895755075436	4.718087583960517
ATXN3L	0.0	0.04264433740849372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATXN7	7.208185576617662	6.669593751188333	6.544423562189419	6.872705657436523	6.876762490781555	6.510803720358323	7.006410239125478	7.0103322832848205	6.7348450781894975	5.957914598632986
ATXN7L1	4.050501697446727	4.018812185742817	3.292781749227846	3.6076262208454875	3.5533605033353277	4.021479727410452	4.416839741912829	3.997292407636508	4.151371776253954	3.454175893185802
ATXN7L2	2.0531113364595623	1.5897634869849773	1.8718436485093177	1.6735564239901446	1.8155754288625725	1.752748591407134	2.111031312388744	2.37016428054021	2.211012193485512	1.8278190246173196
ATXN7L3	5.702934531975978	5.401903471607958	5.101818134227409	5.1034976397033365	5.469234793667656	5.761019265240484	5.478324711485028	5.844486087757799	5.609695872862739	5.322288723570877
ATXN7L3B	5.621758856709732	5.853247167242152	5.817367437838646	5.625562739966372	5.894575273175279	5.965553434987078	5.696828464588713	6.067380578019059	5.795715006501729	5.556429415449573
ATXN8OS	0.0	0.0	0.0	0.0	0.056583528366367514	0.0	0.0	0.014355292977070054	0.0	0.0
AUH	3.790772037862	3.9606970393043124	3.7803100990433753	3.963474123974886	3.8021932169418253	4.026800059343715	4.095080491901415	3.9411063109464313	3.9541963103868754	3.72137265947682
AUP1	6.500642736062805	6.341274183692174	6.3892226163558945	6.238022517825721	6.3159646698060286	6.503984703897613	6.0641499391213465	6.467116418008168	6.413627929024172	6.699190691525824
AURKA	1.726831217032493	2.361768359419153	2.424922088210688	2.0214797274104517	2.114367024952	1.8914191868460786	1.831877241191673	2.782408564927373	2.389566811762726	2.582556003014061
AURKAIP1	4.846994686965573	5.12391445900198	5.43596189543763	4.690975738343275	5.493775408460703	5.098032082960526	4.341274183692174	5.0955025176586695	4.718087583960517	5.360715425392931
AURKAPS1	2.5084286525318573	2.5185351389821804	2.304511041809953	2.0214797274104517	2.9164766444377164	3.241840183564671	3.0250287944915226	3.2645364309990255	2.2448870591235344	1.1634987322828796
AURKB	0.15055967657538138	0.5655971758542251	0.7824085649273732	0.04264433740849372	0.3785116232537299	0.44360665147561457	0.6690267655096306	0.5945485495503542	0.7136958148433591	1.7949356628035362
AURKC	2.1210154009613658	0.6690267655096306	0.7311832415722002	0.5849625007211562	0.8479969065549501	0.8953026213333066	0.4222330006830478	0.8155754288625726	0.4222330006830478	0.879705766282288
AUTS2	6.370513052460412	5.7737326506078555	5.1034976397033365	5.742814669862893	5.558573776240628	5.20633064787105	5.986183362881372	5.914564523493939	5.128458384146928	4.678635347822744
AVEN	4.551516017628014	4.995936703504587	4.8283269264148165	5.092122849838679	4.83035674741922	4.28909670241999	4.4376272483189485	5.223036337901875	4.442280035252584	5.199279721336625
AVIL	3.2524762141352173	2.6959938131099	3.0268000593437154	2.192194165283345	3.3687683490903346	3.4515408330178317	3.7676547982373463	3.414135532984451	3.2675357980687347	2.611172380044005
AVL9	4.9954845188775066	5.1965283609369415	5.2787282129389395	5.1346316714476465	5.521678951603199	5.196134880765161	4.884597920990064	5.453846773749929	5.151777654732053	4.917431755390104
AVPI1	6.198886990956932	6.525442506018121	6.535586436354843	6.565597175854225	7.069530325162305	6.536674617569758	6.41006969175638	7.375300135809439	6.436628267292844	7.228722507620357
AVPR1A	3.7355221772965375	3.1811025507537978	2.811471030529836	2.84197311892718	3.5147534984397533	4.286881147788161	5.0955025176586695	3.8369340113210915	4.679761573516853	2.8619553641448694
AVPR1B	0.0	0.0	0.0	0.0	0.056583528366367514	0.0	0.28688114778816154	0.056583528366367514	0.0	0.0
AVPR2	0.36737106564852945	0.15055967657538138	0.056583528366367514	0.0	0.23878685958711648	0.2016338611696504	0.32192809488736235	0.48542682717024166	0.18903382439001715	0.35614381022527536
AWAT1	0.09761079662642233	0.0	0.0	0.0	0.0	0.0	0.0	0.18903382439001715	0.04264433740849372	0.0
AWAT2	0.0	0.0	0.0	0.0	0.014355292977070054	0.0	0.0	0.0	0.0	0.0
AXDND1	0.5360529002402097	1.15704371014558	0.41142624572646497	0.8399595874895318	0.7136958148433591	0.9855004303048849	0.8237493603082727	1.0426443374084937	0.9855004303048849	0.5655971758542251
AXIN1	5.466300829179342	4.69265037003553	4.649040565634448	4.900142260359816	4.864928972289788	5.4208865749755315	5.059182199211692	5.3103401206121505	5.0232553523003025	5.295723024539968
AXIN2	4.002702520379824	4.181102550753798	2.9240998856407416	4.260778431893426	3.7081872360207084	4.034743949324734	4.475084882948782	4.477029653013065	3.940166750482817	3.8469946869655733
AXL	6.600061565968599	6.053111336459563	6.348551125573773	5.869624686204322	6.896998342338911	7.324900589077203	6.6604951318885135	7.47800105583793	6.48155728070859	6.424754167004552
AZGP1	1.7824085649273733	0.4005379295837288	2.2357270598380583	1.0426443374084937	1.5008020530571577	3.311793717753649	1.7949356628035362	1.8953026213333068	2.3645724322958563	2.5631581304028077
AZGP1P1	0.02856915219677092	0.0	0.02856915219677092	0.0	0.056583528366367514	0.0	0.11103131238874395	0.070389327891398	0.0	0.0
AZI1	2.575312330687437	2.144046369616707	2.2172307162206693	1.5058909297299572	1.9634741239748859	2.5160151470036647	2.035623909730721	2.263034405833794	2.1634987322828794	2.6158870739160567
AZI2	4.808899839257769	6.222263603528345	5.320845667645722	5.95837871156634	5.590063018812253	4.972692654004264	5.216454865144756	5.4329594072761065	5.052676724303575	4.759155833800272
AZIN1	7.407182772342685	8.051589620762657	7.905868324524122	7.8011586560936985	7.952915932276309	8.14205598754765	7.8390777830275695	8.102815576392821	7.828961552317316	8.396861617969925
AZU1	0.15055967657538138	0.070389327891398	0.056583528366367514	0.0	0.02856915219677092	0.0	0.0	0.08406426478847456	0.0	0.0
B2M	10.41574176829009	11.534604425762177	11.610794169053182	11.65141501078243	11.189052362190337	10.435243118311769	10.438511185753844	10.887738491160361	10.496763918151094	11.395812579793434
B3GALNT1	3.877744249949002	4.1201860275318625	4.1586601753464985	3.974529312483882	4.053111336459563	4.402585758232587	4.280956313831056	4.071247819461443	4.653060017104565	4.434961760187254
B3GALNT2	5.573192723781613	5.554895775419012	5.428276414392509	5.098032082960526	5.615887073916057	4.987775616142913	4.9597701552114675	5.405992359675837	5.015693807105145	4.979568100095187
B3GALT1	0.056583528366367514	0.0	0.0	0.04264433740849372	0.13750352374993502	0.0	0.2016338611696504	0.13750352374993502	0.0	0.0
B3GALT2	3.4019034716079584	3.269033146455237	3.5533605033353277	3.5472030247569317	3.710393192170516	3.357552004618084	3.363171077119244	3.7070829917717063	3.990954860396993	3.1795110502715103
B3GALT4	2.304511041809953	1.709290635723358	1.7612852733616193	1.4854268271702418	2.4698859762744636	2.4059923596758366	2.0531113364595623	2.8298495598446904	2.232660756790275	2.9164766444377164
B3GALT5	1.3045110418099528	0.7824085649273732	0.13750352374993502	0.8718436485093178	0.925999418556223	1.752748591407134	1.1375035237499351	1.3161457422933565	2.3868109464722167	1.584962500721156
B3GALT6	4.525442506018121	4.687060688339892	4.183486514459391	4.452200049406222	4.647314509547136	5.005849075696688	4.3110671022555955	4.70984201927331	4.630521963471638	4.763411574470007
B3GALTL	2.277984747299765	2.967168607532628	3.2249663650002742	3.3362833878644325	3.0669502439246266	2.9049657186840263	2.257010618206024	3.350497247084133	2.927896453728821	2.927896453728821
B3GAT1	0.15055967657538138	0.11103131238874395	0.0	0.6229303509201767	0.2016338611696504	0.2016338611696504	0.4222330006830478	0.27500704749986976	0.28688114778816154	0.35614381022527536
B3GAT2	0.02856915219677092	0.17632277264046287	0.056583528366367514	0.0	0.056583528366367514	0.0	0.36737106564852945	0.09761079662642233	0.7484612330040358	0.0
B3GAT3	4.377817853083645	4.277240898332068	4.217230716220669	3.968090752045256	4.561937059622433	4.237257770900372	3.938285791884053	4.619999829821357	4.132576842670009	4.3045110418099535
B3GNT1	3.1176950426697547	3.319039815562536	2.7092906357233577	3.341985747228616	2.62993940943954	3.0197019144425483	2.4515408330178317	2.950468414150123	3.016139702655253	3.993674361750585
B3GNT2	6.574858391292778	6.2299723851122515	6.391114675697104	6.651338766105931	6.36614733152048	6.488964817004848	6.415995220996078	6.6477462172080966	6.486553492624526	6.2389778817708965
B3GNT3	0.0	0.0	0.0	0.0	0.18903382439001715	0.0	0.5459683691052925	0.13750352374993502	0.0	0.0
B3GNT4	1.3334237337251917	0.9708536543404835	1.1505596765753812	0.7136958148433591	1.0565835283663676	1.5058909297299572	1.3391373849195856	1.2868811477881617	1.1953475983222193	1.3561438102252754
B3GNT5	3.6064422281316078	4.658211482751795	4.918386234446348	4.953730849811491	4.507160349117523	4.442943495848728	4.487357715311547	4.474436043252266	3.840966704487421	3.7147950111181625
B3GNT6	2.250961573533219	0.9927684307689242	1.1763227726404628	1.2630344058337937	2.257010618206024	1.6507645591169025	1.9297909977185974	2.7463127664254587	1.3950627995175775	1.6229303509201767
B3GNT7	2.4195388915137843	2.634593268445757	1.9486008474933556	3.04788732939655	3.089159131911238	3.657640005207824	3.303050084681673	3.851998837112446	3.9164766444377164	4.273515889702116
B3GNT8	0.8237493603082727	1.5897634869849773	0.8479969065549501	0.6415460290875237	0.5360529002402097	1.1763227726404628	0.7990873060740036	1.2016338611696504	0.6599245584023783	0.21412480535284734
B3GNT9	4.004501392234941	3.963474123974886	3.234194722953812	3.903038270112912	4.087462841250339	3.821710215034674	3.440952198029637	4.3847405872923835	4.129283016944966	4.323370069061268
B3GNTL1	1.956056652412403	2.4276061727818994	2.2357270598380583	1.8914191868460786	2.4620523187964327	2.3978029618624896	1.570462931026041	2.6205864104518777	2.1634987322828794	1.9745293124838819
B4GALNT1	0.15055967657538138	0.0	0.41142624572646497	0.29865831556451516	0.056583528366367514	0.0	0.0	0.15055967657538138	0.0	0.11103131238874395
B4GALNT2	0.09761079662642233	0.0	0.056583528366367514	0.0	0.0	0.44360665147561457	0.0	0.12432813500220177	0.0	0.0
B4GALNT3	1.9297909977185974	1.3504972470841332	1.7697717392494479	1.8639384504239715	2.3074285251922473	2.15704371014558	2.2387868595871168	2.0071955014042038	2.3248106034204836	1.2630344058337937
B4GALNT4	0.47508488294878287	0.6690267655096306	0.16349873228287956	0.3334237337251918	0.2016338611696504	0.5558161550616397	0.2016338611696504	0.2016338611696504	1.495695162624069	0.6229303509201767
B4GALT1	8.699815340003001	8.139551352398794	7.917431755390104	8.382883364170597	8.674404153937692	7.865300242729123	8.175873855480619	8.653346692722177	7.908392620773751	7.7788656311258855
B4GALT2	4.94766615679601	5.08278773170927	4.63575439127776	4.784503982929566	5.012121672712217	4.837438714856374	3.9845893503624565	4.83035674741922	4.72137265947682	4.97223312380739
B4GALT3	4.525442506018121	4.5861642459309095	4.093391153253013	4.473786911614368	4.548436624696042	4.441616269406558	4.5496691707264905	4.77082904603249	4.903520373723376	5.118941072723508
B4GALT4	4.6117625600648715	4.19377174339668	4.846994686965573	4.747387399652718	4.57349571549561	4.623515741490549	4.721919445551544	4.687620632084895	4.604071323668861	4.708187236020708
B4GALT5	5.997292407636508	6.209843230525496	6.079164742037307	5.858478390423273	6.18685706717715	6.796883233239548	6.273888823668492	6.331275267146615	6.5584207132686645	5.7718855785153655
B4GALT6	1.9297909977185974	2.6530600171045644	2.0840642647884744	1.8519988371124463	2.169925001442312	2.3757345385831563	2.5459683691052923	1.8797057662822882	2.189033824390017	1.4005379295837286
B4GALT7	4.668459556915382	4.568640195419223	4.185073637876762	4.297191416565856	4.868884273028773	4.477677327565307	3.903038270112912	4.701549056943071	4.267535798068735	4.960233671694454
B7H6	5.339850002884624	5.340562269026414	5.509379148914689	5.455820365084918	6.033863451866284	4.865918814552212	5.1622906135457995	5.69181329717138	5.213736095922801	4.311793717753649
B9D1	3.3074285251922473	2.8278190246173196	2.8698714061777126	2.3978029618624896	2.8698714061777126	3.058316495590823	2.493134922305505	2.849999259466098	2.568032104771279	3.0942360698457656
B9D2	2.782408564927373	2.3015876466031866	2.811471030529836	2.5109619192773796	2.523561956057013	2.028569152196771	2.241840183564671	2.2265085298086795	2.37851162325373	3.1953475983222193
BAALC	0.5558161550616397	0.8479969065549501	0.5160151470036647	0.45417589318580215	0.6690267655096306	1.5993177936982261	0.7484612330040358	1.2630344058337937	0.21412480535284734	0.3103401206121505
BAAT	0.27500704749986976	0.21412480535284734	0.16349873228287956	0.12432813500220177	0.2016338611696504	0.8875252707415875	0.08406426478847456	0.2630344058337938	0.6507645591169021	0.48542682717024166
BABAM1	5.729008870337863	5.667892125230234	5.545041683467464	5.674686619927999	5.824513297334801	5.7805725742630365	5.396433531250992	5.939931764727612	5.785027362235466	6.1224656581792365
BACE1	7.502632935082917	7.098663781886574	6.802968651005583	7.053328593449791	7.434628227636725	6.961970533384498	7.1535013654965525	7.628919373511362	7.152284842306582	6.96613048992893
BACE1-AS	1.7739963251111732	1.5753123306874368	1.0356239097307212	1.516015147003665	1.7398481026993275	1.0496307677246008	1.550900664647523	1.8914191868460786	1.070389327891398	0.9107326619029126
BACE2	4.643856189774724	4.469234793667656	4.15704371014558	4.760220946466509	4.462706750670158	4.14649230697719	4.177120502846516	4.693208148910016	4.045268215138533	4.390942772802543
BACH1	7.4961747022797685	7.677931010045297	7.560256398013272	7.71087529578098	8.023310805379737	6.989706706994214	7.24269776790801	7.61970645004589	7.38793115172674	7.079164742037307
BACH2	4.017031080527841	3.6158870739160567	3.6644828403646823	3.812498225333564	3.929790997718597	4.2630344058337934	4.157852169141737	4.20945336562895	4.441616269406558	3.7059779016825223
BAD	4.332707933640605	4.6656201640663815	4.59215800212536	4.356848079236522	5.165510018041353	4.9140860970127225	4.008092420948722	5.134220939760634	4.811984719351674	5.338780943894699
BAG1	3.95884267524324	4.28318097894557	4.03121873061072	3.854993016757	3.9818526532897405	4.187451054027326	4.095080491901415	4.329123596291566	4.39780296186249	4.024142345897803
BAG2	5.304145941202946	5.157852169141737	5.631977320238746	5.589463892956097	5.643278996311979	5.003152448666922	5.388189537156084	5.496014873437763	5.3334237337251915	5.2622828064206555
BAG3	5.9478998862482655	4.117695042669754	4.477029653013065	4.548436624696042	4.873321062914816	4.8052924556007115	4.924575003392735	4.944389962270092	4.976821852360685	4.379898163524692
BAG4	4.425593577653059	4.74416109557041	4.357552004618084	4.539779191698494	4.478971805032942	4.175524601089875	4.279471295644468	4.480265122054463	4.341274183692174	4.060912049587873
BAG5	5.006746832440585	5.176322772640463	5.330558400030802	5.146084938616191	5.266411766036114	5.137913322088407	5.203592714207708	5.071247819461442	5.12350066435096	4.750606504835592
BAG6	7.551977360180863	7.224966365000275	6.604664415163704	7.007195501404204	7.221490455042056	7.468827655230951	7.219652565103806	7.463687842201262	7.183585760842046	7.642123916153487
BAGE	0.3785116232537299	0.36737106564852945	0.16349873228287956	0.3334237337251918	0.23878685958711648	0.7311832415722002	0.12432813500220177	0.4005379295837288	0.722466024471091	0.0
BAGE2	0.0	0.070389327891398	0.16349873228287956	0.0	0.02856915219677092	0.29865831556451516	0.2016338611696504	0.02856915219677092	0.056583528366367514	0.0
BAGE3	0.0	0.0	0.0	0.04264433740849372	0.0	0.3785116232537299	0.2016338611696504	0.056583528366367514	0.18903382439001715	0.11103131238874395
BAGE4	0.0	0.070389327891398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BAGE5	0.0	0.0	0.0	0.04264433740849372	0.0	0.0	0.0	0.0	0.04264433740849372	0.0
BAHCC1	4.572889668420581	3.7676547982373463	3.1076878693143737	3.292781749227846	3.9699332746978557	4.25171909260596	4.436961337833602	4.1440463696167065	3.513490745588118	2.9541963103868754
BAHD1	5.020591094773247	4.137503523749935	4.279471295644468	4.525442506018121	4.642123916153487	4.878725341480106	4.864433796365624	4.839455765224629	4.531693360861466	4.386810946472217
BAI1	0.5849625007211562	0.0	0.27500704749986976	0.12432813500220177	0.4005379295837288	0.3785116232537299	0.29865831556451516	0.49569516262406876	0.18903382439001715	0.8155754288625726
BAI2	1.207892851641333	0.7824085649273732	0.6040713236688608	0.3895668117627256	0.6780719051126377	1.7180875839605168	1.2448870591235344	1.2630344058337937	1.3161457422933565	0.5260688116675876
BAI3	0.3785116232537299	0.34482849699744117	0.32192809488736235	0.5160151470036647	0.41142624572646497	0.8399595874895318	0.48542682717024166	0.5849625007211562	0.6959938131099002	0.5260688116675876
BAIAP2	4.456806149230474	3.733354340613827	4.013462259806563	3.5777309314900805	3.787641414483326	4.191404728852764	3.821710215034674	3.996388746447621	3.628773595201645	3.7687136570304847
BAIAP2L1	4.403949364232865	3.554588851677637	3.408711861029429	3.889473542531109	4.318316841334983	4.466627120041501	4.255500733148386	4.074676686294496	4.105175192265479	3.9569859246125763
BAIAP2L2	0.02856915219677092	0.21412480535284734	0.41142624572646497	0.36737106564852945	0.4005379295837288	0.25096157353321874	0.7048719644563528	0.6507645591169021	0.5753123306874368	0.7484612330040358
BAIAP3	1.0	1.15704371014558	0.43295940727610627	1.0071955014042038	1.070389327891398	0.5753123306874368	0.7739963251111731	1.2509615735332187	0.5459683691052925	1.1890338243900171
BAK1	4.645009884391095	4.62760683812965	4.886550147324343	4.403949364232865	4.593951283948411	4.690975738343275	4.3125199674749455	4.561937059622433	4.861459166361513	4.619999829821357
BAMBI	5.8376910004285625	5.39746072605472	5.4672794804599825	6.09887428674445	5.883620816285672	5.680324356844016	4.853995647176393	5.713420884868084	5.680042992622571	6.165911938935689
BANF1	3.824767853143294	3.04788732939655	4.009884588931844	2.7570232465074596	3.0874628412503395	3.168321115739723	3.356143810225275	3.19377174339668	3.4892860226258766	3.7580899342018124
BANF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16349873228287956
BANK1	1.280956313831056	2.333423733725192	1.4905701304462013	2.5921580021253603	2.0426443374084937	1.560714954474479	1.9183862344463478	1.956056652412403	1.2509615735332187	1.2141248053528475
BANP	4.095080491901415	3.938285791884053	3.679198570566922	3.4802651220544627	3.5921580021253603	3.896271848807375	3.734438666137167	3.925049964727359	3.512226886513957	4.314696525656286
BAP1	6.603329616264272	6.361066488794321	6.105594275795191	6.112908599629414	6.468746213754123	6.569096095262135	6.2143191208007655	6.710944154575872	6.177519202597814	6.554128343600879
BARD1	2.7355221772965375	3.085764553778314	3.8268026842858265	3.3645724322958563	3.596935142387232	3.2868811477881614	3.1210154009613658	3.6530600171045644	4.223422549934937	4.127633279725874
BARHL1	0.44360665147561457	0.0	0.08406426478847456	0.0	0.02856915219677092	0.0	0.25096157353321874	0.13750352374993502	0.0	0.0
BARHL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02856915219677092	0.0	0.0
BARX1	0.056583528366367514	0.070389327891398	0.21412480535284734	0.15055967657538138	0.056583528366367514	0.0	0.08406426478847456	0.0	0.0	0.0
BARX2	0.0	0.0	0.0	0.0	0.02856915219677092	0.0	0.0	0.0	0.21412480535284734	0.0
BASP1	7.556046158257167	7.291493053259273	7.4129508458058835	7.261248717466873	7.701895550457931	7.034523875334392	7.365272599764531	7.55205423626544	6.990501111363251	6.965437996296007
BASP1P1	0.056583528366367514	0.0	0.25096157353321874	0.0	0.056583528366367514	0.0	1.2570106182060237	0.0	0.0	0.0
BATF	0.36737106564852945	1.0496307677246008	0.21412480535284734	0.5160151470036647	1.1699250014423124	0.0	0.8953026213333066	1.3103401206121505	0.45417589318580215	0.0
BATF2	0.5160151470036647	2.2868811477881614	0.36737106564852945	0.5459683691052925	0.5558161550616397	0.8718436485093178	0.6690267655096306	1.411426245726465	0.6959938131099002	0.056583528366367514
BATF3	0.4222330006830478	0.5160151470036647	0.7484612330040358	0.918386234446348	0.8399595874895318	0.6780719051126377	1.1110313123887439	1.1309308698264486	0.8559896973084807	0.6415460290875237
BAX	4.020591094773247	3.431622959713292	3.4289463447694826	3.176322772640463	3.8094144442358986	3.250961573533219	3.282439805006387	3.8349134297010385	3.327687364176047	3.800123352826528
BAZ1A	6.261906859828068	6.824258696603374	6.538072502737853	6.613089583038295	6.665051614289214	6.730232357371662	6.773073253438878	6.735386782895341	6.5456595400254685	5.9356954630318395
BAZ1B	7.456313341355182	7.919995487308005	7.1689227818529355	7.755354966480573	7.698357405957285	7.266505468828398	7.879338185056242	7.399085623572404	7.094024887083054	6.815447343006325
BAZ2A	7.039248083702935	6.781753122164344	6.1622906135457995	6.380244590478185	6.72805655144938	7.024696440093995	7.287989350408949	6.932746250996808	6.718909554379232	5.815575428862573
BAZ2B	6.221297103163338	6.766992616630785	6.372081483534501	6.245647773636751	6.376429311069923	7.178117045706399	7.065766162869553	6.925880770993272	6.8939688694671	6.173926931999809
BBC3	2.8155754288625725	2.73768676140986	2.229587922740652	2.3868109464722167	3.19377174339668	2.548436624696042	2.321928094887362	3.0214797274104517	2.713695814843359	3.3840498067951597
BBIP1	3.4918530963296748	4.0539801681876515	4.303780748177103	4.450881315273369	4.097610796626422	3.9900472195737944	4.082361969557474	3.955126781261366	3.9791107550157854	4.357552004618084
BBOX1	0.0	0.0	0.11103131238874395	0.22650852980867975	0.0	0.22650852980867975	0.0	0.014355292977070054	0.0	0.0
BBS1	5.292413667827485	4.898208352508718	4.562547724199122	4.900142260359816	5.229203357886745	4.993221467368938	4.897240425574799	5.291308859828971	5.152183419055046	5.36562255611334
BBS10	3.612352498752662	4.130930869826448	3.942983598187102	3.9818526532897405	3.776103988073164	3.969012307516316	4.003602236680195	3.6147098441152083	3.8429788317883253	3.8982083525087177
BBS12	7.120808102298621	5.953963598870782	5.892391025913404	6.203005337511982	6.825912798784975	5.575614877619633	6.151574729766406	6.589014385228239	7.170425850272508	6.779522386743769
