	HC02A	HC04A	HC06A	RSA03A	RSA04A	RSA-1A
ARPC5L	9.13048012460164	9.60099064252212	9.28662249766538	9.39327840518308	9.24070245351422	9.1163294012624
ARPIN	8.87086581775763	9.02989993240166	8.94984923308289	8.95404386271402	8.6989643599085	8.78857191918368
ARPP19	10.7258114355445	10.4218893377806	10.6869876535747	10.7255029738765	10.8167034964589	10.757841154523
ARPP21	0.0	0.0	0.962773549420808	0.951485877153058	0.0	1.68327177306147
ARR3	4.37705854766086	3.62992090338304	3.63094587863681	3.08251645664785	4.00112287269343	3.94252427921394
ARRB1	8.7529828205981	9.24497670324123	8.50219258183783	9.00475697413323	8.78078807199933	9.30972726401919
ARRB2	9.61586419161885	10.4591482226459	10.3592452141539	10.7786218604312	10.4566031084064	10.0137357334247
ARRDC1	9.45092285582801	9.53101938722091	9.69943649514798	9.55604619745828	9.36465677425019	8.81714783800098
ARRDC1-AS1	7.83281579041476	8.35155118183524	7.95276372405689	7.95694990064137	7.9278309016463	7.6756960738008
ARRDC2	9.19449854010016	9.64108401567477	9.34884004475938	9.18221843478871	8.91799336930854	9.1809715059218
ARRDC3	10.9709412681822	9.99053990706949	9.70764714274495	10.2818211212963	10.5305523563259	11.0215043236506
ARRDC3-AS1	3.72728667806547	3.52412246562331	3.51596298472128	3.90765508791664	3.64939065030732	4.22438268000409
ARRDC4	9.75760255362393	9.67546743714177	10.0680127175869	10.0409253376926	10.0669751711189	9.99040082281767
ARRDC5	3.72728667806547	4.57044364608991	3.25421302788724	4.99174819354096	3.64939065030732	3.94252427921394
ARSA	10.3503603949551	10.4182022717273	10.2544175420869	10.4731031820866	10.615836002772	10.3737644672
ARSB	9.70158789821039	9.42109959724179	8.88761222911809	9.53803638185385	9.67294141030072	10.1179032463559
ARSD	10.0011292921376	10.1896657165125	9.87738042397167	10.108384167631	9.40207536507941	10.5607015217957
ARSDP1	0.0	0.0	2.52237382456651	0.0	0.0	0.0
ARSF	0.957439223542008	1.45982229981518	0.0	0.0	1.10755695246591	0.0
ARSG	8.40568505305251	8.80272492369563	9.08456775521131	8.77186642981082	8.72675776678446	9.15881429532651
ARSH	2.25321483283842	0.0	0.962773549420808	0.0	1.10755695246591	2.11013994903199
ARSI	4.1661916707944	0.907177105483059	3.10306559890351	5.07404374292378	3.77640397382505	2.7068368987323
ARSJ	8.04318563913519	7.6730362134665	7.83777168322399	8.02577088419083	8.85462463652968	8.08113532429505
ARSK	8.1184575975277	6.43939865771294	7.98554699247172	7.41754145873951	8.07718657749278	6.31306775846667
ARSL	8.24477802316748	8.4158256809635	6.86770504100187	7.71551862875415	6.93374337799841	9.43255233905376
ART3	1.52793113248798	0.907177105483059	1.53511066935104	2.2435026002505	2.15847061327983	2.11013994903199
ART4	7.87972506476554	0.907177105483059	5.94811983017435	7.06186906141051	8.08947191535828	0.0
ART5	0.957439223542008	0.907177105483059	0.0	0.0	1.10755695246591	0.0
ARTN	2.73360603162449	3.62992090338304	1.94379380210906	3.60956120558842	3.35592339260063	4.04272149546497
ARV1	7.70189007149183	7.59026184034529	7.90214824621912	7.86169561412245	7.91408206838333	8.08701418132636
ARVCF	7.42186847589888	6.45387750979394	7.3173393676214	6.89077237873717	7.59019433934927	6.97673971037098
ARX	2.51331392522965	0.0	6.35172603997243	2.72316103421608	2.98710739767197	2.4391201604074
AS3MT	0.957439223542008	1.45982229981518	0.0	0.0	0.0	1.07435283090471
ASAH1	11.5570177158527	11.4042248997299	11.342441850345	11.6541117745633	12.369997715862	12.6363888922001
ASAH2	5.20126849952308	4.57044364608991	4.62797637545627	3.99474390254203	4.44536122826969	4.59820571079091
ASAH2B	5.696562604741	4.98358804753944	5.44980561615221	5.18930305563361	6.47192128087229	6.02536284665238
ASAP1	10.2886910903078	9.28399068440524	10.0629015467953	10.2119766399029	10.562852034914	9.78332353289203
ASAP1-IT2	3.24439091492229	4.67301515323746	3.92939331294606	3.99474390254203	4.28369003870105	3.71847667276106
ASAP2	7.43763047487315	7.44562520370297	6.90245547410963	7.10165063701186	6.87817662404121	8.33934655261037
ASAP3	11.6838610230398	9.27993328028833	12.3066591279197	10.7127149593956	11.8232165822982	8.75573258325172
ASB1	8.89960217937298	8.93245816353953	9.00418895984224	8.84107069939634	8.629149393838	8.16133613272931
ASB11	0.957439223542008	1.45982229981518	0.0	0.951485877153058	0.0	0.0
ASB12	1.9356785405249	1.85842555506275	1.53511066935104	1.92660299877737	1.10755695246591	1.07435283090471
ASB13	7.88548291518574	8.38215499092918	8.28674018260551	8.32784514650093	8.10165351957529	8.13887292046557
ASB14	3.91913988698411	4.34043357402368	3.73743724184233	4.36535176510608	4.59072710366537	3.83484537966523
ASB15	0.957439223542008	0.0	0.0	0.0	1.10755695246591	0.0
ASB15-AS1	0.0	0.0	0.0	0.0	1.10755695246591	0.0
ASB16	5.00366435898846	5.51235308173518	5.51113609037091	5.07404374292378	4.28369003870105	5.27039536616577
ASB16-AS1	7.57223688670528	7.75716736444744	7.73226165184127	7.51651444708492	7.18339278755413	7.40154634477369
ASB18	0.0	0.0	0.0	0.0	1.72666074592923	0.0
ASB2	6.14359021493574	7.21006309874106	5.88000593104215	5.78565715469593	4.65826253539438	6.51843653168953
ASB3	7.77815290868181	7.70364932364902	7.86739032220009	7.66993633881722	7.96830830430566	8.10450836972298
ASB4	0.957439223542008	0.0	0.0	0.0	0.0	0.0
ASB5	0.0	0.0	1.94379380210906	0.0	0.0	0.0
ASB6	8.59328189308452	8.98075224236719	8.91623502101157	8.75637245076284	8.49243080103076	8.59999477277137
ASB7	7.50650299354478	7.58369344679385	7.77664529664718	7.74093329624547	7.59019433934927	7.48405864669022
ASB8	8.22674757854968	8.63496963670165	8.32993092920877	8.44845103186029	8.33107654361889	8.6122764354928
ASB9	3.82640007555988	4.85857371127099	3.83660548602917	2.50317491358933	1.72666074592923	4.53079146412161
ASB9P1	0.0	0.0	0.0	0.0	2.15847061327983	0.0
ASCC1	8.33169748919176	8.46311441277095	8.50596380645757	8.39342029022896	8.68688701151878	8.66038350901028
ASCC2	10.7362046054445	11.3028955552983	11.2527050468828	10.8179621879526	11.3349116620499	11.202987776961
ASCC3	10.6701923993518	10.0525019577886	10.5105128660771	10.7022405801074	11.3793670330443	10.9426447786986
ASCL1	4.00627653814455	0.0	2.26189579936271	5.07404374292378	3.18326912977685	1.07435283090471
ASCL2	10.7377969299933	5.13502272689418	11.4328776016791	9.57560073047938	10.9217789731378	5.56811251560626
ASCL4	1.9356785405249	2.17040248629421	1.53511066935104	0.951485877153058	0.0	2.11013994903199
ASCL5	0.0	0.0	0.0	0.951485877153058	0.0	0.0
ASF1A	7.77194940619335	7.50939567219923	7.51741928633761	7.69615943841809	8.27839181299625	7.65209695068937
ASF1B	5.82195869856185	6.91798088198675	6.82002945407442	6.86788484149719	5.45047770014362	5.49924284936875
ASGR1	4.72411659077084	4.21003406967363	4.88125344263977	5.7104616846556	5.4118655076197	4.22438268000409
ASGR2	2.92467386431012	4.21003406967363	4.45148628667382	4.76278329296388	4.95535539023344	3.29956967394287
ASH1L	9.99181778862892	9.61876914687634	9.55946949283425	9.68111899729333	9.5019613364243	9.85570252548968
ASH1L-AS1	4.9606748635703	3.8207493905438	3.51596298472128	3.23339272576204	3.893134376079	3.83484537966523
ASH1L-IT1	0.957439223542008	0.0	0.962773549420808	0.0	0.0	1.68327177306147
ASH2L	8.94717754593211	9.03712978179174	9.09962069557626	8.97828820246999	8.92143355259759	9.18919350657362
ASH2LP1	1.52793113248798	0.0	2.26189579936271	1.51990756854094	0.0	0.0
ASIC1	5.93732185453784	6.25327126332826	7.19185037964145	5.36303525957165	5.56047585584216	4.22438268000409
ASIC2	1.9356785405249	0.0	1.53511066935104	4.29845799495487	0.0	0.0
ASIC3	7.28916041349901	8.3934660939897	7.03364658114994	6.65711664183645	6.92005104281108	6.53573434019821
ASIC4	2.25321483283842	3.0005371593483	2.26189579936271	1.51990756854094	1.72666074592923	3.12770602381717
ASIP	5.34191893819149	5.69408897763117	5.8085161288479	4.94877034216298	4.84374807575264	5.78615420528108
ASL	8.60030126650509	8.89580916358566	8.80430869886146	8.73123068198172	8.29969713060441	9.03655392082821
ASLP1	3.72728667806547	4.34043357402368	3.83660548602917	3.99474390254203	3.893134376079	4.46007200824533
ASMT	2.25321483283842	0.907177105483059	1.94379380210906	3.23339272576204	2.76001272995983	1.68327177306147
ASMTL	8.34847019210724	8.76838312076408	8.39645438550498	8.2325175583745	8.33624072556154	8.24784666635796
ASMTL-AS1	6.95865322817337	7.38647261105772	6.24745687670789	6.09250691087802	7.19480964944396	6.41005392253934
ASNS	4.77463322614799	4.46001760073768	4.62797637545627	3.90765508791664	5.48808335884669	5.97552760245911
ASNSD1	7.99606222395319	7.71571496842929	8.03858275740028	8.10130323768695	8.05229752693367	8.28412267168035
ASNSP1	0.0	0.0	0.962773549420808	1.92660299877737	0.0	0.0
ASNSP3	0.957439223542008	0.0	0.0	0.0	0.0	0.0
ASPA	5.58775508122687	5.74206939447657	5.8085161288479	5.22576355382727	2.49036932429533	3.83484537966523
ASPDH	3.24439091492229	2.42676444430612	2.74293748242366	0.951485877153058	2.76001272995983	2.7068368987323
ASPG	2.92467386431012	2.83341775138823	2.26189579936271	2.72316103421608	1.10755695246591	2.11013994903199
ASPH	10.4244098059772	9.78258755031771	10.2521739416022	10.4443837085797	10.8834873921012	10.3409304273382
ASPHD1	5.55922081028566	5.87712037980146	5.8085161288479	5.78565715469593	5.81840613685317	5.42692003371003
ASPHD2	7.18094931045954	5.23900236104298	6.95857510194283	6.6165016690837	7.84330102654876	4.7833861333114
ASPM	6.06458548386091	5.71827864039523	6.28305719044267	6.80902519019248	4.95535539023344	5.1407416285834
ASPN	7.94183176703989	7.70969475952949	7.71932571017526	7.00006108336918	9.0145717451931	7.72930432502073
ASPRV1	4.31013656141799	5.3972040914616	3.73743724184233	4.60564748976131	4.1015880878084	4.04272149546497
ASPSCR1	10.7646009670358	9.16142965746158	11.4953909258526	10.1516657106281	11.003579409837	8.70693806839489
ASRGL1	7.16209788915662	8.21371603147696	5.24842398041089	9.32559841342944	4.84374807575264	7.64414400599033
ASS1	10.7385924336999	11.2781916352594	11.2694414885602	10.9566138578559	11.0301126141494	11.18459974184
ASS1P1	0.957439223542008	1.45982229981518	2.52237382456651	0.0	2.15847061327983	2.93256456353744
ASS1P10	0.0	0.0	0.0	0.951485877153058	2.15847061327983	0.0
ASS1P11	0.957439223542008	0.0	0.0	0.0	0.0	0.0
ASS1P13	0.0	0.0	0.0	0.951485877153058	1.10755695246591	0.0
ASS1P2	2.51331392522965	3.72848801317765	3.10306559890351	3.60956120558842	3.77640397382505	3.29956967394287
ASS1P5	0.957439223542008	0.0	0.0	0.0	0.0	0.0
ASTE1	6.79698216368467	6.93871820119196	6.86770504100187	6.78479206647851	7.1008402403616	7.0265338161315
ASTL	0.957439223542008	0.0	0.0	0.951485877153058	0.0	1.07435283090471
ASTN1	6.88008115662959	7.06669849030451	6.13506058541893	5.18930305563361	4.72277737209359	6.31306775846667
ASTN2	5.50040124110007	6.60423391399774	5.17452516165475	5.8571267201738	6.13521198485166	6.44709356018978
ASTN2-AS1	0.957439223542008	0.0	0.0	0.0	0.0	0.0
ASXL1	10.4815993411737	10.3316702880333	10.3190812608663	10.2255436518558	10.2228767606384	10.2257508788722
ASXL2	9.10849341933334	8.93761855435958	8.79817026287471	8.89583717065639	8.91454496310703	9.36641672288966
ASXL3	2.51331392522965	4.21003406967363	3.51596298472128	2.72316103421608	0.0	0.0
ASZ1	0.0	0.0	0.0	0.951485877153058	0.0	0.0
ATAD1	9.31032150592799	9.07976415076107	9.32555502645844	9.04612215783227	9.5405040562461	9.58157317159655
ATAD2	8.24029149360239	7.9885859868419	8.63555228696962	7.62968572877158	8.6624247039774	8.24258910873021
ATAD2B	7.83876354272912	7.40894000788925	7.69970168112077	7.39370401846558	7.21737585231113	7.58721092428458
ATAD3A	8.4874655115033	8.75090072241221	8.68961064630602	8.38538455639249	8.35671456096314	8.26350534809785
ATAD3B	8.97174339772032	9.33180980438457	9.28223108735836	9.20294151699359	8.95203153566844	8.57929009674368
ATAD3C	5.67012034461706	6.48240644459635	5.35262573443525	5.73596480796982	5.81840613685317	5.97552760245911
ATAD5	6.54384049499684	6.69235146211596	6.41727438215417	6.60270521966012	6.93374337799841	6.35264799483228
ATAT1	8.60728665274929	8.33600233461353	8.55411320734273	8.66638986033372	8.20124339544299	8.23201616224476
ATCAY	1.52793113248798	0.0	0.962773549420808	0.951485877153058	0.0	0.0
ATE1	8.15228419672688	7.64806924543104	7.71932571017526	7.76590799562653	7.79910320983008	8.09870051233255
ATE1-AS1	0.0	2.17040248629421	1.53511066935104	2.50317491358933	1.10755695246591	1.68327177306147
ATF1	8.4874655115033	7.72768054134212	8.33417973039056	8.45997511174158	8.31023295271743	8.18893205982048
ATF2	9.49866305463859	9.14813574221239	9.28442846338448	9.34229958048486	9.17592929703236	9.58365376902731
ATF3	8.0838187906384	5.02296280837932	9.47541107263301	8.42119803448993	8.22927236419611	5.94994920194328
ATF4	12.0080125982156	11.9017634551984	12.2865195154672	11.9973629865112	12.3135132111066	11.7096410869793
ATF4P1	0.0	0.0	0.0	0.0	1.10755695246591	0.0
ATF4P3	3.82640007555988	3.40994705039772	4.78521011331983	3.60956120558842	3.77640397382505	2.7068368987323
ATF4P4	1.52793113248798	0.907177105483059	0.0	0.0	1.10755695246591	1.07435283090471
ATF5	7.87394414243513	8.20518294381503	8.9799890330479	9.53440728174217	9.97395542870061	8.6122764354928
ATF6	10.2512753228848	9.61232955654802	10.0870199361157	10.200572515092	10.5451210148689	10.5254183173105
ATF6B	10.4401442151055	10.6178513540835	10.4403137670907	10.3791133241	10.3290084783217	10.5785464366098
ATF7	9.18752406302472	9.26973956449139	9.21239731748449	9.02040823401263	9.01134687828102	8.94565122200452
ATF7-NPFF	4.56099863695972	5.74206939447657	5.88000593104215	5.18930305563361	4.78453028443211	5.22845889621214
ATF7IP	9.54305366038876	9.37048289106913	9.63373736724838	9.50689408023915	9.30269199747937	9.80310145927392
ATF7IP2	7.87394414243513	6.16802348675723	7.86151504056951	7.40169367440533	8.43582246731726	7.30396672092443
ATG10	6.62867802056144	6.3950692789811	6.58353910216858	6.53167170445725	6.37488500683706	6.41005392253934
ATG101	7.52874873993294	7.66683486133814	7.94166830604117	7.95151746366236	7.43517737854583	7.6756960738008
ATG12	10.4701497878742	9.16803095851499	10.2146417329566	10.1563955879728	10.3028688096073	9.92298072491474
ATG12P1	2.92467386431012	2.17040248629421	2.52237382456651	1.92660299877737	3.18326912977685	2.7068368987323
ATG12P2	0.0	0.0	0.0	0.0	1.10755695246591	0.0
ATG13	10.5329441699752	10.5067970483645	10.6128582748298	10.456899068477	10.533927435885	10.8147469541756
ATG14	8.89390051557834	8.64130917990582	8.54680939933144	8.41331596059104	8.69494980042682	8.70693806839489
ATG16L1	9.03527799379295	9.4394048482868	9.11945003845278	8.99422766740167	9.2894407536207	9.14760675885271
ATG16L2	10.0722722006421	10.0513122458362	9.68120688227616	10.0911954423692	10.0839597677706	9.23491996133733
ATG2A	9.36698227002309	9.55975112212949	9.07951500251193	9.15174958862082	9.01778941961074	9.61450794138037
ATG2B	9.38944310443394	9.13471818815157	9.15350879105605	9.07887940044484	9.39466888520634	9.39513257525791
ATG3	9.29526106247966	9.10521151874338	9.37794213872323	9.43475101992221	9.74460666238634	9.76143381536976
ATG4A	8.40968629847081	8.28022248606651	8.32993092920877	8.10130323768695	8.6624247039774	8.78133861578847
ATG4B	10.0364924637183	10.4796357970468	10.1267505954967	10.1563955879728	10.1022631782601	9.98726078844062
ATG4C	7.14299687494088	7.18424503970456	7.63229066971195	7.47924707227565	7.37622991907225	7.3825512868304
ATG4D	7.4762981430508	7.69148191900887	7.21045961264122	7.64995140121623	7.23959451061634	7.73680258768446
ATG5	9.36903867536246	9.15035991903347	9.27340796119523	9.33814237924067	9.41433562359323	9.3395821160432
ATG7	8.60728665274929	8.98324980049961	8.99079470172934	8.94039662999596	9.23794588234873	9.14479121772127
ATG9A	8.66867823576516	8.42320252526027	8.34685156846903	8.40539058680108	8.31023295271743	8.36860082717793
ATG9B	11.0043994870054	10.7498544625244	8.14882169761899	9.16823580514553	12.2713355211255	11.3205506704696
ATIC	9.90802534428512	10.0513122458362	10.1701775284412	9.91958211211456	10.166006910854	9.7335961819926
ATL1	7.19955757766424	6.88630506313362	7.32589865424749	6.95733385371845	7.45430318120982	7.37295914112945
ATL2	8.74350304947065	8.62860211304742	8.88471846746744	8.62603878484773	8.75016181395102	8.84863337154703
ATL3	10.8016137278363	10.4429090275665	10.9132838289291	10.7239106573168	10.9114362006687	10.6388205278294
ATM	9.87077623260438	9.44666240686276	9.56851402362473	9.54706939255921	9.58022190817462	9.43255233905376
ATMIN	10.594877247343	10.1634766822993	10.4935181679588	10.3234226437135	10.7849508310979	10.8686401164156
ATN1	11.892317124659	12.1531362703823	11.5235689667364	11.7514979212047	11.2512678238274	11.8398123101154
ATOH7	1.9356785405249	0.907177105483059	2.26189579936271	3.08251645664785	2.76001272995983	3.45312181284737
ATOH8	9.47594481859657	10.2665213908283	10.2832712132096	9.56496749168307	9.5019613364243	10.8906547319067
ATOX1	9.02488130305077	9.4841769108572	9.54120852733251	9.50318568815623	10.1645560414169	9.81908412640671
ATP10A	8.51372694986808	9.0419296310167	8.61474650960793	8.2766305562883	6.64836740572219	7.25258485044444
ATP10B	0.0	0.0	0.0	0.0	0.0	1.07435283090471
ATP10D	8.6819731673815	8.27615445552373	8.28674018260551	8.45997511174158	8.56900439865399	8.67996413042655
ATP11A	11.2568045940181	10.5266235708933	10.9231893111145	10.8401799154398	10.6771540009634	11.4240353862151
ATP11A-AS1	1.9356785405249	2.17040248629421	3.73743724184233	2.50317491358933	3.18326912977685	1.68327177306147
ATP11AUN	0.957439223542008	0.0	0.0	0.0	1.10755695246591	0.0
ATP11B	9.31885740842285	9.20701675511484	9.36761579417529	9.23235893189221	8.81448291625673	9.11056903211135
ATP11C	8.57558257254494	8.16174361895376	8.45615178868732	8.46379610586002	7.94821155660646	7.8238675271777
ATP12A	1.9356785405249	0.0	0.0	0.0	0.0	0.0
ATP13A1	10.0287085511716	10.4319804496853	10.350882066545	10.4317588273159	10.2353693158649	10.2150533473425
ATP13A2	9.99581579426413	9.98057428754879	10.2134890096345	10.1786531382583	9.9043830763608	9.654646469352
ATP13A3	13.1875348510828	12.5987535383917	12.3066591279197	12.8844677905234	13.8962120863648	14.5399189583812
ATP13A4	5.84578113309576	5.51235308173518	4.17655890948193	6.18799493576123	4.00112287269343	6.77302272901949
ATP13A5	0.0	0.0	0.0	0.951485877153058	0.0	1.07435283090471
ATP1A1	10.8016137278363	10.781768301999	10.9455782373823	11.0363967850194	11.0624125307768	10.9106820036209
ATP1A1-AS1	4.6717667058193	5.20516838017338	4.97130009552509	4.99174819354096	5.10807816304702	5.38935197459398
ATP1A2	2.92467386431012	3.15029184304949	1.94379380210906	2.50317491358933	5.28941203103481	4.38570646059239
ATP1A3	0.0	1.45982229981518	0.962773549420808	0.951485877153058	0.0	1.68327177306147
ATP1A4	6.42235754542401	1.45982229981518	9.29536541962092	6.77252113281477	5.78857633895381	3.45312181284737
ATP1B1	7.68877825074271	7.11304895144148	7.29135253800656	7.79653040470238	7.18339278755413	7.91921754245408
ATP1B1P1	0.0	0.0	0.962773549420808	0.0	0.0	1.68327177306147
ATP1B2	4.77463322614799	6.00060429020646	5.17452516165475	4.15457841588732	3.893134376079	5.35077942039639
ATP1B3	10.4489199864378	10.3059626776393	10.5161335670292	10.3515366875526	10.9363054583131	10.7062573944097
ATP1B3-AS1	2.51331392522965	2.17040248629421	2.26189579936271	1.92660299877737	0.0	3.12770602381717
ATP1B3P1	0.0	0.907177105483059	0.0	0.0	0.0	2.4391201604074
ATP1B4	0.957439223542008	0.0	0.0	0.0	0.0	0.0
ATP23	5.34191893819149	5.59305819708945	5.70732816830604	5.6036866432385	6.0870099833459	5.66561948037715
ATP2A1	4.72411659077084	5.27206101793658	5.54085054238221	5.51807689766056	6.24910946049763	4.30729832226625
ATP2A1-AS1	2.25321483283842	2.42676444430612	3.63094587863681	2.50317491358933	0.0	1.07435283090471
ATP2A2	12.1709906324333	12.2316473825738	12.354243332186	12.2085043791334	12.2254542730495	12.6528317304525
ATP2A3	7.56507928784862	8.13503801613146	7.41684431805625	8.4329409853104	7.38622327854992	7.32401779445163
ATP2B1	8.7339605756982	8.28022248606651	8.67962779394952	9.1278661640199	9.03058882938525	8.18893205982048
ATP2B1-AS1	4.44101336697708	5.02296280837932	4.45148628667382	4.8587718420153	5.20159222937204	4.89482786571509
ATP2B2	2.51331392522965	2.17040248629421	2.26189579936271	3.71591795684791	0.0	2.11013994903199
ATP2B3	6.43811423109886	8.02782641257463	6.70662462723724	6.67040479084666	8.0955755745707	8.11029294013712
ATP2B4	13.0007261357919	13.3598143067999	13.0665170556811	13.1057125425851	13.8175043950936	13.656431018837
ATP2C1	10.551171055311	10.1842487338176	10.2488019851698	10.4549806810795	10.5055575252877	10.6527606390868
ATP2C2	9.82656631527563	9.52931133271285	8.42462084029874	9.08136864826048	6.29226453921766	10.0771342764086
ATP2C2-AS1	5.23773737749723	5.13502272689418	4.098782192591	5.07404374292378	3.64939065030732	4.59820571079091
ATP4A	0.0	0.0	1.53511066935104	0.951485877153058	0.0	0.0
ATP4B	0.0	0.907177105483059	0.962773549420808	0.951485877153058	0.0	1.07435283090471
ATP5F1A	11.6036095254695	11.8483072872581	11.696485256376	11.6665988597008	11.6354149805093	11.9049091750457
ATP5F1AP1	0.0	0.0	0.0	0.0	1.10755695246591	0.0
ATP5F1AP2	0.957439223542008	0.907177105483059	0.0	1.51990756854094	2.15847061327983	0.0
ATP5F1AP3	0.0	0.907177105483059	0.0	1.51990756854094	0.0	0.0
ATP5F1B	12.2796504207475	12.474002438964	12.4209289215204	12.2952290694452	12.369997715862	12.4106478055205
ATP5F1C	10.6875988279069	10.660609393178	11.033773791697	10.8555312174578	10.9574056908267	10.9361457913509
ATP5F1CP1	0.0	0.907177105483059	0.0	0.951485877153058	1.10755695246591	0.0
ATP5F1D	9.45866824631152	10.3306899580802	10.1340798041494	9.77021523568195	9.8620446393037	9.98726078844062
ATP5F1E	10.9058585837932	11.3563776684328	11.1742988914158	11.2665509895563	11.6562119494598	11.8669735443587
ATP5F1EP1	0.0	0.0	0.0	0.0	0.0	1.07435283090471
ATP5F1EP2	1.9356785405249	0.907177105483059	0.0	1.51990756854094	2.15847061327983	0.0
ATP5IF1	9.88665299654359	10.1907466765808	9.99877433280841	10.1181151245729	10.1890245538007	10.3785658355717
ATP5MC1	8.82366281969507	9.64739680627998	9.2375657502375	9.22111541600107	9.37221853617951	9.38800701880901
ATP5MC1P2	1.9356785405249	2.83341775138823	2.52237382456651	2.2435026002505	0.0	2.11013994903199
ATP5MC1P3	0.957439223542008	1.85842555506275	0.0	0.0	1.10755695246591	0.0
ATP5MC1P4	1.52793113248798	1.45982229981518	2.26189579936271	0.951485877153058	0.0	0.0
ATP5MC1P5	0.0	0.0	0.0	0.951485877153058	1.10755695246591	0.0
ATP5MC2	11.0922878701205	11.6845403747538	11.3886235958911	11.2472822574724	11.1898335795985	11.4708746044371
ATP5MC2P3	0.0	1.45982229981518	0.0	0.0	0.0	0.0
ATP5MC2P4	1.9356785405249	2.64437186658867	2.26189579936271	3.23339272576204	1.72666074592923	1.07435283090471
ATP5MC3	10.1484759348922	10.4052228251271	10.6894771287301	10.2947498298357	10.5847136891218	10.4280383758423
ATP5MD	8.68857496965831	8.74502585956254	9.16786280615733	8.69592937565685	9.35196508897621	9.32721758796551
ATP5MDP1	0.0	0.0	0.0	0.0	0.0	1.07435283090471
ATP5ME	5.82195869856185	6.18548078653862	6.46455235473007	5.8571267201738	6.56284015301085	7.05080087048623
ATP5MF	9.74815318911254	10.1634766822993	10.3137123026858	9.98352670302157	10.2116807188252	9.96349012500709
ATP5MF-PTCD1	1.52793113248798	1.45982229981518	0.0	0.951485877153058	1.72666074592923	1.07435283090471
ATP5MFP1	0.0	0.0	0.962773549420808	0.0	0.0	0.0
ATP5MFP2	1.52793113248798	2.17040248629421	2.26189579936271	2.2435026002505	1.72666074592923	2.4391201604074
ATP5MFP4	0.0	2.17040248629421	2.26189579936271	1.51990756854094	2.49036932429533	2.7068368987323
ATP5MG	8.11355982471782	8.70624479737608	8.57221257550375	8.40141151326817	8.87250806872369	8.40670602976517
ATP5MGL	1.52793113248798	2.83341775138823	2.52237382456651	1.51990756854094	2.15847061327983	1.68327177306147
ATP5MGP1	0.0	1.85842555506275	0.0	0.0	1.10755695246591	0.0
ATP5MGP2	0.0	0.0	0.0	0.951485877153058	0.0	0.0
ATP5MGP3	0.0	0.0	0.962773549420808	0.0	0.0	0.0
ATP5MGP5	0.957439223542008	0.0	0.0	0.0	0.0	0.0
ATP5MGP8	0.0	0.0	1.53511066935104	0.0	0.0	0.0
ATP5MPL	9.61759495151814	9.65524914712604	9.84499380639541	9.61393218382419	9.99206413529029	9.95387110005606
ATP5PB	10.5144840580275	10.4564543522125	10.5819274324565	10.4607282074087	10.6525246812403	10.5522269225418
ATP5PBP1	0.0	1.85842555506275	0.0	0.0	0.0	1.07435283090471
ATP5PD	9.93603804152184	10.0714051188327	10.3706659520032	9.95258864567334	10.3406185648693	10.0214309104034
ATP5PDP2	1.9356785405249	0.0	1.53511066935104	0.0	0.0	1.07435283090471
ATP5PDP4	2.25321483283842	1.85842555506275	1.94379380210906	1.92660299877737	2.98710739767197	3.29956967394287
ATP5PF	9.7528856077858	9.8607302466242	10.2100253031404	10.0138152102538	10.5879645511122	10.3773669906993
ATP5PO	7.63510579335983	7.94824833194988	8.01230857110106	8.01539438184557	8.44541278729622	7.58721092428458
ATP6AP1	11.1615487316998	11.2468346433975	11.4461878111062	11.3846310515584	11.3445538089516	11.3073919018939
ATP6AP1L	6.55833107472017	6.86479475648279	6.26536684110112	6.56050614508911	7.1249126069202	6.58641712960441
ATP6AP2	11.4425571524488	11.1322294548975	11.3104523707595	11.3000649428887	12.0640219482933	11.9451130730944
ATP6V0A1	10.9262522440343	11.2142494864291	11.1683619975613	11.1391331903278	11.4631882260044	11.3391431226912
ATP6V0A2	8.64511315951653	8.4595313428147	8.40051198936788	8.39742143475816	8.11373312727683	8.62040650712667
ATP6V0A4	1.52793113248798	1.45982229981518	0.0	2.91399874908842	2.76001272995983	1.68327177306147
ATP6V0B	10.2941124725229	10.5787502620173	10.5503188881824	10.8635076542411	11.1632011013994	11.1057175342296
ATP6V0C	8.04318563913519	7.9885859868419	7.96924847561889	8.08154477514935	8.38689062719697	7.80971670921567
ATP6V0CP1	0.957439223542008	0.0	0.962773549420808	0.951485877153058	0.0	1.68327177306147
ATP6V0CP3	1.9356785405249	0.0	0.0	0.0	2.15847061327983	2.11013994903199
ATP6V0CP4	2.51331392522965	0.907177105483059	1.53511066935104	2.2435026002505	2.76001272995983	1.07435283090471
ATP6V0D1	10.577197608515	10.914624890528	10.8531191404606	10.9429910295108	10.8834873921012	10.8956876740399
ATP6V0D2	3.50594940643674	2.64437186658867	3.51596298472128	4.99174819354096	5.33139535922051	2.7068368987323
ATP6V0E1	11.8775866798179	11.9181722799313	12.1689408261212	12.0443702798061	12.6967102522006	12.7958667010257
ATP6V0E1P1	0.957439223542008	1.45982229981518	0.962773549420808	0.0	0.0	0.0
ATP6V0E1P2	1.52793113248798	0.907177105483059	1.94379380210906	2.2435026002505	2.15847061327983	1.07435283090471
ATP6V0E2	6.49947446893915	6.91798088198675	7.03364658114994	7.09180760936961	7.23959451061634	7.68347743710904
