	GSM3119483	GSM3119484	GSM3119485	GSM3119486	GSM3119487	GSM3119488	GSM5393469	GSM5393470	GSM5393471	GSM5393472	GSM5393473	GSM5393474
CACNA1G	1.8301782377275688	1.0865120465742817	1.390662183279759	1.713379090924389	1.234213120647866	1.764983022187469	7.52874873993294	8.70018485711407	8.59363628652994	8.24144872489921	8.62070924841665	8.83821435685719
CACNA1H	0.9468453730228704	2.860402689142397	2.774801815858546	1.810677535594873	2.522648378172479	3.055862000448908	7.9026198584267	8.25976664567721	7.90214824621912	7.44099142988017	6.27084835511096	6.35264799483228
CACNA1I	0.0117259936546144	0.0	0.0072996587906539	0.0068405547639183	0.0031362104962756	0.0247626334702399	0.957439223542008	0.907177105483059	0.0	2.2435026002505	3.18326912977685	1.07435283090471
CACNA1S	0.0562796980927739	0.1075239752043833	0.2318980755530143	0.0166502086680794	0.0453061039547337	0.0931121545262818	0.0	0.0	1.53511066935104	1.51990756854094	1.10755695246591	0.0
CACNA2D1	0.6219322978402485	0.1732924862652	1.001708581488739	1.4845042379100326	0.8448411689904279	1.7240390157672678	7.75317722657349	7.70969475952949	8.21482728694918	7.56712255111247	8.85102119372935	8.01483561478389
CACNA2D2	0.2266663544793115	0.0	0.1625748540775184	0.2503334401470567	0.4949521368501728	0.2703076623380306	4.0884486896627	3.72848801317765	4.01657234982718	4.36535176510608	4.51987427421666	3.12770602381717
CACNA2D3	1.9957920198433972	1.9937468116597497	1.0420839586712525	2.5398660236965784	1.3930427099424	2.004835735144493	6.08474595986853	5.76547418341911	6.807860252954	7.1593388908853	7.31477092602626	6.33299360751585
CACNA2D4	1.0998337997207217	2.0654378927503285	1.233930996887749	1.2735636306302012	1.5566746466316843	1.7013583114000184	6.28969659597734	7.20150831348719	7.14424922917409	7.25945828185565	7.21737585231113	6.37203821768266
CACNB1	2.254757289312775	2.064034363644354	2.540572889777661	2.3227819176449613	2.00090861169312	2.3022810270609724	8.11355982471782	9.10521151874338	8.02813043274261	8.2766305562883	8.59939029914923	8.47554900982337
CACNB2	2.269215716640343	2.344376874128558	2.512482275299893	2.045212288868231	2.013119188123544	1.6812378494605051	8.80555577754634	9.23033295103422	7.77664529664718	8.48275073553776	8.20124339544299	9.02128407270084
CACNB3	4.532017665705894	4.060393312227139	4.253459878481486	4.74319718254003	4.582152521858016	5.010878282326544	10.2995135584283	10.6186547964067	10.2306838914282	9.97551964899564	9.62521832042441	9.70902795810061
CACNB4	0.100718544678438	0.1124639450726759	0.1253725857089219	0.146502734097342	0.2183968111433814	0.1254762750431166	4.0884486896627	4.57044364608991	3.51596298472128	3.90765508791664	4.36678909768645	4.46007200824533
CACNG1	0.2494878172861342	0.0	0.0	0.0	0.0278060193142817	0.0984213095892084	0.957439223542008	0.0	0.962773549420808	0.0	0.0	0.0
CACNG4	0.2355567443834166	0.2169253910280822	0.2805097810838452	0.3643404619012593	0.6950976390152255	0.6105715649091574	3.09337092619119	4.14013040938667	3.51596298472128	6.50224919044388	2.49036932429533	2.11013994903199
CACNG5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07435283090471
CACNG6	0.0773480178390605	0.1331259164064688	0.0470157970238797	0.0	0.0	0.0310894028660892	2.25321483283842	1.45982229981518	0.0	0.951485877153058	0.0	1.07435283090471
CACNG7	0.0176350503331522	0.1002637238009663	0.0654402365707771	0.0	0.0	0.0206983284525305	0.957439223542008	0.0	0.0	0.951485877153058	0.0	0.0
CACNG8	0.0988948977291727	0.04849554049017	0.0328339269196594	0.0393276518493478	0.0806261488114767	0.0506705272915711	0.957439223542008	2.17040248629421	2.26189579936271	0.951485877153058	0.0	2.4391201604074
CACYBP	3.391703116121085	4.647613840591782	5.404181049130608	3.76857604932692	4.909278682806428	4.830949930621134	9.12074959949936	8.83902861507452	9.22160035687627	9.37716033411132	8.87605830657679	8.95210762582735
CAD	2.9844945650098698	2.5238504662151366	3.7273105828658375	3.2084423450933723	6.510667655412165	7.332063409772547	9.31246022095339	9.79543516244031	9.60413557234832	9.30870164092682	8.74240257421256	8.90296524470208
CADM1	1.226767451836532	2.0766035587316987	1.434230556073284	1.7814520430527632	1.443718031719663	1.9623565273563577	7.51395642071862	8.5566392421117	6.70662462723724	8.93765162319572	6.69735121707867	7.13265839957914
CADM2	0.0086522035391463	0.0	0.0359906595279718	0.0037883431293959	0.0203256784738212	0.0174879655666473	0.957439223542008	0.0	0.962773549420808	0.0	0.0	1.07435283090471
CADM3	1.0835878245564547	1.0638963509458423	0.5234465358368713	0.7657961050833102	5.154797860558558	1.1486998712105072	4.61744548718122	5.09862804323025	2.26189579936271	2.72316103421608	0.0	5.78615420528108
CADM4	2.8934029862251345	5.535206934477905	5.21586105726236	6.90902900765537	4.570104641558915	6.419196716484066	7.21792888359911	6.86479475648279	6.47997354129298	7.03129604445246	5.84763163440447	7.33393978656487
CADPS	0.0372333408452501	0.1344380835284053	0.6914850320533115	0.0196952257299361	0.1676996120115881	0.1177514196969883	1.52793113248798	0.907177105483059	1.94379380210906	2.50317491358933	0.0	0.0
CADPS2	1.0478803514109158	3.0403120805704598	2.9933048106091324	1.6177968507103309	2.38297706002403	2.397249868381901	7.77194940619335	8.11695562959997	8.41261677456923	7.04155920661197	5.56047585584216	7.44796781221359
CAGE1	0.0	0.0	0.0399512691889471	0.0345626812182209	0.0230256385074815	0.0249890932463479	2.25321483283842	1.45982229981518	1.53511066935104	0.0	1.72666074592923	0.0
CAHM	1.6033687879520386	0.8258092313090403	1.1854606311465896	0.507506452899833	0.6925994898700701	1.3410407143959686	3.09337092619119	4.14013040938667	4.01657234982718	2.91399874908842	4.36678909768645	4.04272149546497
CALB1	0.1692708314006941	0.0	0.0	0.0	0.0	0.0	3.09337092619119	3.28595314889765	1.94379380210906	2.91399874908842	2.76001272995983	2.93256456353744
CALB2	2.9022530606392967	3.0345802174730223	2.263539260753647	3.3084234958685066	0.1405941360461211	2.3526850892032503	2.92467386431012	6.15035235519388	2.52237382456651	4.99174819354096	1.10755695246591	7.19930520687777
CALCA	0.0	0.1433659882867786	0.0507975545453243	0.2259967138684612	0.1895121124023122	0.1798040181913638	0.0	0.907177105483059	0.962773549420808	0.0	0.0	0.0
CALCOCO1	3.743504196806029	4.40204677856709	5.033414191159154	5.080094800175065	5.611231408911707	5.262162514169454	11.186250381594	10.9302418484359	10.7802499898284	10.8089783995782	10.9490025937665	11.0037445677791
CALCOCO2	4.042241587192676	4.647780748240919	5.309678248806754	5.355851437612318	5.1334731078813	5.240535678258094	11.1733641832727	10.9224545007828	11.1748912392963	10.9368185369813	11.4871813618162	11.5047578321241
CALCR	0.0	0.0637728183836026	0.1787579771398232	0.0390916371932208	0.2108613725569822	0.194274943343138	0.957439223542008	3.15029184304949	1.53511066935104	3.23339272576204	1.10755695246591	3.12770602381717
CALCRL	1.7670742138223636	1.901980935049273	3.4131797354866658	2.1129402839580105	3.095701670937467	2.61624946728176	9.37314271332824	9.8221879027409	8.93314002452935	8.01017800865657	8.40666295946362	9.79054691611944
CALD1	7.032795127392093	6.003514539023219	6.765534746362977	7.382857432508752	6.764274489931172	7.294096872785237	13.7753560160323	13.0945471198245	13.3403098846099	13.3149207021437	13.9172564940104	13.7800878098879
CALHM1	0.0523420184827809	0.0308259111327562	5.962676259498259	0.0116868691310336	0.0107210557875284	0.0832434645112504	1.9356785405249	2.17040248629421	2.52237382456651	1.51990756854094	1.10755695246591	2.4391201604074
CALHM2	4.388113748893004	5.770184181070286	5.962676259498259	4.384422869342829	4.750156262285052	5.476900083203747	10.228804063508	10.5587949928709	10.6465604947284	10.2578133126032	9.96231222305131	9.74107222891787
CALHM3	0.2408540558403364	0.173584161292616	0.1194402460250202	0.0904586333999689	0.1428055100858351	0.1754415658922412	3.62085856221639	2.42676444430612	3.39101608485939	2.91399874908842	3.35592339260063	1.07435283090471
CALM1	4.866096914057517	5.311957155818989	5.5470487505718	5.221196549944547	5.286393268824986	5.443324847579634	11.9695657495952	11.6814676571755	12.2214926269192	12.1244014705301	11.8586401313448	11.6428649027139
CALM2	8.346167976796277	8.5906731225379	8.316082369507885	9.274783472061104	8.39008725133586	8.822440177885332	12.4922077197503	12.2898041420679	12.3128618952962	12.6593131181357	13.3508509563302	13.4182596563468
CALM3	7.177439471461764	7.504660113636492	7.276310547464146	6.928725622870757	6.688977593829546	6.940801020907584	11.6274271929504	11.76838435284	11.9842616180471	11.8309378839503	11.6270115176682	11.6171953252809
CALML3	0.1319360582464013	0.0789846681190001	0.1264931993324918	0.0900543760956794	0.0282200343350326	0.1190243688319444	0.957439223542008	0.0	0.0	0.0	0.0	0.0
CALML4	1.719117712559006	4.4612535096909856	4.353033876143901	2.153182735580614	3.9820443911546497	4.267648153120455	2.73360603162449	2.17040248629421	2.74293748242366	2.50317491358933	2.49036932429533	1.68327177306147
CALML6	1.4201482003589954	1.056756918792739	0.6964844241048761	0.5620377149352341	0.670359055194477	0.4752748079953454	4.61744548718122	4.72168979847086	4.73467923793645	4.07687351319777	4.72277737209359	3.45312181284737
CALN1	0.008195409021087	0.0055781882016779	0.0038247903015369	0.0044785821920921	0.0037508446040202	0.0118347181967878	0.0	3.28595314889765	0.962773549420808	0.951485877153058	0.0	0.0
CALR	9.46462742926964	10.03037746476022	9.802671450541109	9.365780008779408	9.410919806819976	9.199029368072884	13.5785942006537	13.576581401782	13.8343654118311	13.8839268551155	13.8126495036819	14.0797564364569
CALR3	0.034441259695033	0.0	0.0967693387251889	0.0	0.0284851339803061	0.0811751672070688	0.0	0.0	0.0	0.951485877153058	0.0	1.68327177306147
CALU	5.312273083586994	5.684448480587044	5.689838672325134	5.938626897643569	5.57159793886833	5.710244396238951	13.349913783972	12.5765961190879	13.4053580049765	13.0434017693566	13.711333460259	13.27303969123
CALY	0.2246379794962698	0.0	0.0	0.0	0.0791821541368372	0.1673771978018162	0.0	0.0	0.0	0.951485877153058	1.10755695246591	0.0
CAMK1	5.559133848273744	5.393975568824443	4.892930114236636	5.177032774112615	4.601143813263728	0.0	6.91428018212464	7.90147812006304	7.38443261597177	7.2238499403646	7.1249126069202	7.05080087048623
CAMK1D	1.2644283374148826	0.9759947572664568	0.6564716580397926	1.1505336818359524	1.388845283845266	1.749521395983224	7.38981825881417	7.63542184219474	7.12476012272465	7.81459663527804	6.7754669909518	7.65209695068937
CAMK1G	0.274034987485603	0.5034688275339758	0.4334925715791459	0.2320233745442383	0.2500762873631784	0.3798161174391901	2.73360603162449	2.83341775138823	4.51274685021789	4.54922071404515	2.76001272995983	2.93256456353744
CAMK2A	0.055934863396738	0.3127197672653006	0.2363664822876657	0.1427075020215167	0.0764819304313956	0.2400236237126628	3.24439091492229	1.85842555506275	2.26189579936271	3.90765508791664	5.56047585584216	4.53079146412161
CAMK2B	0.059877294775269	0.2259177670549007	0.1624111486824735	0.0440636431408637	0.0244001103936578	0.0612346793011739	0.957439223542008	1.45982229981518	0.962773549420808	1.51990756854094	2.15847061327983	1.07435283090471
CAMK2D	1.7783726052846531	2.2258178437997813	2.546906803749617	2.413881076523572	2.9529205902558457	2.661733640706496	8.67866090282983	8.86092361439157	8.65945243667531	8.72805692872299	8.9041500115664	8.79935432690578
CAMK2G	2.3690392654116046	3.194728492630037	3.029860987955822	3.03906818806053	3.100040768835793	3.40494943147683	9.73864152487504	9.20701675511484	9.84499380639541	9.47317030769419	9.94551435903339	8.86583290891875
CAMK2N1	1.5242893927394527	2.292587413950485	2.449582503173077	2.730494320592339	3.0446878746218045	3.692661527726652	8.97983993035353	7.30894903797176	8.90770765163103	8.96756320769088	8.93170515482687	7.52793845684748
CAMK2N2	0.5632704170175663	0.5402415739236015	0.1768180554692185	0.2674267303957439	0.1777596450220317	0.3993319009113177	1.9356785405249	2.42676444430612	2.93420946486533	3.81496946317575	3.35592339260063	1.07435283090471
CAMK4	0.0548850039744383	0.1648454776172935	0.06874839427651	0.0645168902644246	0.255113948393278	0.4589919231150984	4.9606748635703	4.51628688752995	4.51274685021789	4.65995011725341	4.44536122826969	3.71847667276106
CAMKK1	2.937594864453773	3.35725217439688	3.9692057593979206	3.4615023665146816	2.982486204259539	3.577416742581645	8.42162387894982	9.68470424051637	8.68629069818762	8.35690168998392	8.33107654361889	9.23226991735869
CAMKK2	2.877282906349858	3.918729692379381	3.940044562666768	3.855989697308481	3.787745878119076	3.824737308817681	10.0248007890524	10.0004371596518	10.3039975380569	9.94167015734492	9.69521923091687	9.57112493669788
CAMKMT	2.3660088093568192	2.074943795603096	2.0862198909502654	1.759939833109341	0.0	1.6570591520958098	6.14359021493574	6.87558999875575	6.35172603997243	6.37816438773977	6.13521198485166	6.55282720408716
CAMKV	0.0398186520122904	0.0464450999685236	0.0497266654250533	0.0118034381928183	0.0	0.0388154187216183	1.52793113248798	0.0	2.26189579936271	0.0	1.72666074592923	0.0
CAMLG	4.391238433099392	4.941594640674749	4.2414741257014414	4.306524736172853	4.234685247856626	4.467357743890879	8.77175751358678	8.99319701917239	8.80430869886146	8.95675788577712	9.16145492182865	9.31223890138265
CAMP	3.4455678074810105	0.9825749157031464	1.633398659254212	2.5342932320280145	1.5393176539462927	2.498439809903596	3.50594940643674	5.23900236104298	2.52237382456651	3.23339272576204	3.35592339260063	5.87037499468066
CAMSAP1	1.852638117078989	2.26556591666652	2.130479545310597	2.439436971347311	2.450319168192872	2.542305106863462	8.81463770576967	8.83902861507452	8.74171636341647	8.75637245076284	8.71887127915986	8.91953272874817
CAMSAP2	3.282263349498491	1.8234232906852577	2.2984295774868526	3.0772976972335755	2.7359705128417904	2.9671372442560497	9.6685751728087	9.06097091310303	9.26007126480953	9.34229958048486	10.1367086164658	10.1742159440079
CAMSAP3	2.233360447664765	2.988891874709465	2.599367787214612	2.035426845242377	2.491057791892005	2.048162932836069	6.78471028104336	6.51038214913714	6.66675163023975	7.31973329990627	5.95895020236437	7.01424548209277
CAMTA1	4.782749277517978	5.198973400813728	4.417042353392818	4.906905022486793	4.949572283861428	4.92787275617807	8.50627233401124	8.36693423447175	9.26675502398946	8.57749023120634	9.03377101727088	8.70311538877203
CAMTA2	6.393641003390925	6.669494544778583	6.39373880746593	6.238712354079351	6.341592651761335	6.646282204609214	9.93742449953956	10.3617347481678	10.1230719809674	9.9498667606049	9.73094774185317	10.0533097931776
CAND1	2.4681166789243	2.5641342434582373	3.654607389136193	3.665233574596683	3.647429644221862	3.5900749987919154	10.2623810473707	9.84296355491529	10.2352347909938	9.96612157042645	10.398542344413	10.2832101269398
CAND2	0.0	0.7283742060622083	0.0	0.0	0.3869301087129385	0.9528874251138832	4.0884486896627	4.67301515323746	3.92939331294606	3.99474390254203	3.77640397382505	4.04272149546497
CANT1	3.60370348445819	4.322562741093425	4.831907634727716	4.162677321623898	8.13128594156	4.119505585360068	10.4882365238173	10.3808038863102	10.1949190639453	10.6678709695582	10.4423055041004	10.4532909747992
CANX	5.907986627400249	6.08116916664464	7.007767352040534	6.837287322333973	6.96341632253491	6.681744408504366	13.2105096561382	12.831054727036	13.2584226914034	13.2414215362004	13.3288365879197	13.5404482273884
CAP1	5.538544371426435	6.036083475647577	6.614178304463617	6.68539356952643	6.764101948124672	6.779285989161643	11.7365782712864	11.118094376661	11.9761281118055	11.6461470175298	11.4802001883822	11.290932028056
CAP2	0.6414442970043005	1.2013641147066596	1.799916202989014	1.690193577824855	1.7394852235825715	1.7634838136501756	7.88548291518574	7.00903773515046	7.62537303683197	7.73462147858095	8.33624072556154	7.18840902413226
CAPG	6.739362083141737	7.637334918595199	6.343764898429031	6.464277810961354	7.066616646689961	7.154291555835664	11.0873002884678	11.2184956100986	11.5020151995346	11.7709045570317	11.5090681470402	10.7504517227541
CAPN1	4.719254642352417	6.049959605473495	6.046598009838141	5.58568066384907	6.048063948419204	5.8006255676971605	11.2662138868658	11.3008946897562	11.3450758966509	11.328109417049	10.8092949092765	11.1893895605503
CAPN10	4.23564282359202	3.8918565954420616	3.898169647897228	3.6880236570547074	3.731704603394735	4.589889297927099	8.94992783326418	9.06097091310303	8.7576208716431	8.90991041110915	8.376901905323	8.29939458148611
CAPN11	0.0876143671906348	0.2425378766211251	0.2039090153778661	0.2132863061639182	0.4547854873198173	0.3065340685005719	2.51331392522965	2.83341775138823	3.39101608485939	2.50317491358933	2.76001272995983	3.45312181284737
CAPN12	5.166450337445501	0.0	0.0	0.0	0.0	0.0	6.00235649363838	5.69408897763117	6.94752445919554	6.5170354519824	4.90063071083208	4.53079146412161
CAPN13	0.1457817819122478	0.1204297137328917	0.0841411611068786	0.1899042408768313	0.2207509374978712	0.3601316284786711	0.0	2.83341775138823	2.26189579936271	4.29845799495487	0.0	2.11013994903199
CAPN14	0.0817017557262648	0.0834656943976451	0.5367084313097379	1.514692911549064	0.6700916076433184	0.2626652691317495	3.72728667806547	2.64437186658867	6.61181326523401	4.29845799495487	2.76001272995983	4.7242615316799
CAPN2	5.076370964735808	5.071848459746457	6.2381658627551335	5.89605867462421	6.554298748721918	5.828080616373734	12.2609462296459	11.634176583673	11.86599519157	11.9340423230312	11.8500911115398	12.0153886450338
CAPN3	4.776772527566646	4.069177986151464	4.2983063958064855	2.814458137245316	2.7370680218779686	2.8399293631148157	8.39361429919744	8.78851505089133	8.41662923792231	8.2503249420253	8.59939029914923	8.57511326432957
CAPN5	3.881419908092401	3.917364918201367	4.246484096573917	4.83028575189182	4.606317852508367	4.286578090874428	10.3924166262563	10.5067970483645	9.91615895024393	9.71357436195314	10.315997845053	11.2056921071139
CAPN6	0.2561109169683613	2.4241347045809394	0.7528949939797057	0.4090769715362167	2.671807396713908	0.4123143687260392	10.9030229046885	6.0960019266122	11.1972221180547	9.85558271283837	11.6301685551986	2.93256456353744
CAPN7	2.4248038737180373	2.531271655547596	2.9690804792345102	3.090521504678828	3.692973908048368	3.0682666618876167	9.40956296811378	8.90900522353302	8.67962779394952	9.0962146092096	9.2974060965673	9.4712752945087
CAPN8	1.1448229963349057	1.3302543408060723	1.013948138413795	1.506419143880636	1.5849096009331547	0.975683740709128	4.56099863695972	3.40994705039772	2.26189579936271	4.42928081485425	1.10755695246591	3.59189150147646
CAPN9	0.0	0.0801402467328764	0.2892619940705515	0.0	0.4848970547339091	0.1094805171007677	2.25321483283842	3.0005371593483	2.52237382456651	1.92660299877737	1.72666074592923	2.11013994903199
CAPNS1	8.239536476515038	9.348405060576647	8.024447124040647	7.747420969046246	7.718998573065942	7.758796180720302	12.5970314315495	13.0223095344986	12.9913319881077	12.7947879846976	12.8780538702196	12.7363270019735
CAPNS2	0.0911609016976251	0.0	0.0	0.1226162687565063	0.1134007287945357	0.2122094761805712	0.0	0.0	1.53511066935104	2.2435026002505	2.98710739767197	1.07435283090471
CAPRIN1	4.052989658252744	4.6337741148364175	5.457518780172599	4.968012392678625	5.400534514108472	5.050815103483949	12.1370016380742	11.8059041486133	11.9161018945358	11.9354189172847	11.766961585228	11.9975529763271
CAPRIN2	1.5354209609254894	3.1853369314711366	3.35235034390147	3.3203445897160333	3.427624943784851	3.599401115263107	8.77486301175483	8.49496778170091	8.32566957814912	8.43683415724079	8.41156398976527	8.49336554628086
CAPS	6.415711350972969	6.839959587489532	7.818070832815228	5.713393388988746	6.95049174344146	6.803808234507648	9.25801751087046	9.37999132559925	8.10473715043781	9.77790904626483	7.79160345060163	8.87944641182814
CAPS2	2.019502662897637	0.5972288976505834	0.910554616209715	0.1487857611753788	0.2354574865361628	0.5758786467695196	4.44101336697708	4.62264077547812	4.62797637545627	4.8587718420153	5.10807816304702	4.13640950098339
CAPSL	1.3252367258447244	1.1965000339495622	0.9476781246637545	0.6696735648790698	0.4142697812859931	0.2730968952893506	2.92467386431012	2.42676444430612	1.53511066935104	2.91399874908842	0.0	2.11013994903199
CAPZA1	4.699229566433821	5.233719367856297	5.87854143763135	5.811989855316333	5.682441268979908	6.186726357244149	12.0109786922985	11.6254091415868	12.0561137580843	11.8903481812341	12.329138692501	12.0169292024496
CAPZA2	5.179976745851142	5.398647936556302	6.485243258310523	6.126388542237352	6.3232619709775575	6.052013688587754	11.0083628253923	10.6162431258697	10.4530675739791	10.8431165944114	10.8773007396672	11.2164590183741
CAPZB	6.585093239035246	7.36779039279605	6.88537912855803	7.099421455672327	7.083575060600583	7.464913269133759	11.7653577367616	11.9719776515909	12.2255008683154	12.1429897942034	11.8255136001773	11.7384072464417
CARD10	1.285591606395271	1.8036320916418924	2.105101420964164	2.4826159878855605	2.6802973482597063	2.752697218562239	7.02275424569359	7.55039527250393	7.17299796713743	7.40169367440533	5.72700011462763	7.40154634477369
CARD11	2.3984105726006675	3.130334564411475	2.587696220656372	3.3504434986206224	2.904956087843864	3.429084311792717	8.36505013525767	9.44847110620271	8.52467346129245	8.72805692872299	7.1008402403616	8.87605506020039
CARD14	0.0	1.3177845007517872	0.0	0.0	0.0	0.0	6.04413928432441	4.81437324892208	5.97012809856895	5.32992231012468	5.93191541096248	4.46007200824533
CARD16	6.021342025191591	5.668748861162623	5.104525372113881	5.521028744430884	4.6333905213641	5.999359661990099	6.96953647400016	7.68535951750603	7.18245496739982	7.45641562890182	7.17188485641693	7.98995068502992
CARD17	6.021342025191591	5.668748861162623	5.104525372113881	5.521028744430884	4.6333905213641	5.999359661990099	0.957439223542008	0.907177105483059	1.53511066935104	0.951485877153058	1.10755695246591	0.0
CARD18	0.2290944304914123	0.2687098507642923	0.0	0.0754456903412646	0.1369294792416068	0.0	2.25321483283842	0.0	1.53511066935104	2.2435026002505	2.76001272995983	0.0
CARD6	1.7097670434903685	2.545335816188927	2.678896710518823	2.087697048021884	2.527613371439397	2.071385130717728	7.99072999648244	8.2094557964532	7.90786068294421	7.70909438618369	8.07718657749278	8.54553186221865
CARD8	2.075460751332	2.1880083872546154	2.7060132776789168	2.5544562404218643	3.141462220038401	2.803328310898836	9.47594481859657	9.57307646305082	9.39023697200181	9.54165637586397	9.04957751510973	9.35428101452025
CARD9	6.527331556301773	4.599401115263107	5.1805576594969	4.534690402693143	4.631028594199981	5.292818552203343	8.81161674432988	9.89163742383112	9.13657991864294	8.97025194029336	9.34685698658656	9.46225707321816
CARHSP1	8.156249969128893	5.870061351809385	6.811830631909241	6.600060078806673	7.359600232559754	7.881499443794496	10.3741037003163	10.2889027314517	9.90620491278669	10.1385780179213	10.4952062309969	10.6186694820585
CARM1	4.563420525688048	4.8523285012197785	4.252400519859857	3.8171627494346727	4.611485205525148	4.312323916076567	10.2656961621841	9.72555327327835	10.5374789806008	10.033231430248	10.1918761084244	9.24809765251189
CARNS1	0.0	0.8846588703935468	0.9320634397300702	0.7215284052576558	0.0	0.0	5.08598125934439	5.23900236104298	4.32056165924876	4.07687351319777	3.64939065030732	5.49924284936875
CARS2	4.956428433123361	4.964010410904463	4.722668206199266	5.111181585295592	4.440340982276084	4.93250060467083	10.0480901496319	10.4805199951479	10.3623689378111	10.1181151245729	10.8203935718896	10.5785464366098
CARTPT	0.0	0.0615337353354734	0.0508705344436033	0.0477342246382138	0.0	0.1247173454432139	0.957439223542008	0.0	0.0	0.0	0.0	0.0
CASC2	0.5350436557449827	0.7743868966846771	0.9464973155038876	0.6512726291070327	0.0	0.0	5.67012034461706	5.64445779480683	4.17655890948193	5.5471815999242	4.72277737209359	5.5340885957878
CASC3	3.758580345828217	4.220763317480116	4.2217533720184015	3.791970311261709	4.485053223833921	4.523016137738964	10.3325563819338	10.4796357970468	10.3850718899939	10.5059022587012	9.91822420860667	10.3298175624593
CASD1	1.3860328399245765	1.4196952873585955	2.4484754783359195	1.945982185997463	2.601411276744788	2.426991958103583	8.16180503119312	7.83112639072993	7.62537303683197	7.90168246522522	7.81398677092148	7.96462897208358
CASK	1.2461648304838662	1.132728177883764	1.622728921642292	1.6363113984752673	1.718416428327907	1.617928466314309	8.40968629847081	8.33600233461353	8.04895989934465	7.91290662762045	8.51992323794027	8.59587754061948
CASKIN1	1.6728100093623597	3.824604942600153	1.7354571895697355	1.438031971694448	1.4803788784687832	2.011695999235469	3.50594940643674	2.42676444430612	6.03420745799539	3.81496946317575	2.98710739767197	1.07435283090471
CASKIN2	2.194317183974684	3.2024647396587875	2.718328743825372	2.5315785893756724	3.023022869793083	2.671535688660261	8.03284598258685	8.70926524877571	7.8197041600672	8.00494270608815	7.1008402403616	8.53266605379822
CASP1	6.021342025191591	5.668748861162623	5.104525372113881	5.521028744430884	4.6333905213641	5.999359661990099	7.71488379896221	8.37456468540694	8.29548239356029	8.47140786761934	8.25130994651228	8.82420424592537
CASP10	2.252403547707125	1.9601743498949515	2.599889044959259	2.265409890273528	2.4339288931240115	2.3805549183856805	8.53586243237521	9.04671356407239	8.48700832310273	8.501459558694	7.80656418356995	9.11920098376812
CASP12	0.1913567171844284	0.1695966708126392	0.3705147263623162	0.1173877225443623	0.5173623783072895	0.4128747217825042	2.25321483283842	2.83341775138823	0.962773549420808	0.951485877153058	1.10755695246591	2.11013994903199
CASP14	0.0	0.0150330575765348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92660299877737	0.0	0.0
CASP2	2.1626354332548323	2.504851713502922	2.9160810433515607	2.5302405785970663	2.734289077679297	2.51492009927086	9.10849341933334	8.87981289459748	9.45409637833126	9.2006535973873	8.87605830657679	8.85208972211237
CASP3	2.390188908685132	3.0568332039790627	3.592325469441479	3.439395745580604	3.671372639262228	3.790146456422312	9.12318839043872	8.51926536226458	8.9387312910899	8.9862799480123	8.67470770492515	8.57092430419878
CASP4	5.379544722313337	5.328272801381624	5.20206503709629	5.760646771452153	5.1651079851445365	5.469065438034567	10.2656961621841	10.2375244829215	10.2295439199383	10.5123735332415	10.4917392290218	10.5982329818924
CASP5	0.1030095754202513	0.3359302414636566	0.051017318707634	5.760646771452153	0.2984589049082164	0.2874640207280414	2.51331392522965	0.907177105483059	3.39101608485939	3.49473524316921	4.44536122826969	3.94252427921394
CASP6	1.875343650611673	5.53130347489285	3.415847885908264	2.921619131690232	3.0759142188885478	2.636984162039977	7.54339092776911	6.97931947297212	6.94752445919554	7.36946608914748	7.06396139354231	7.2101197109832
CASP7	2.704451485920816	3.2213976493742416	4.036142834730982	3.4307067781299616	3.5696004565412096	3.591823009163272	8.58268837865701	8.73912697557083	8.81042112740612	8.20538745188373	8.51081718005017	8.99338433290269
CASP8	2.9190215673477398	2.2944678334918884	3.829829268632503	2.9998485090672933	3.046779151352369	2.7190519816415795	8.77796183948506	8.85275188015794	8.46780046517915	8.61920250207001	8.376901905323	9.03655392082821
CASP8AP2	0.3670522954833551	1.4281155848013698	1.5285613174839878	1.4754740467440364	1.893956253563604	1.4744308513579356	7.70189007149183	7.31689156083797	7.50992683918446	7.64322775794929	7.70642557724908	7.24208517193781
CASP9	2.5951025909159195	3.4423025979240776	3.3325160388587545	3.419100623186216	3.566401156798412	4.289495141166062	7.71488379896221	8.23063227165007	8.49462042902827	8.26791520392705	7.81398677092148	7.96462897208358
CASQ1	0.1441038151533635	3.7015046997649126	0.0601948977505071	0.2942496069110446	2.230525830996429	0.1685945439261763	8.19464169553765	3.15029184304949	11.5996596334234	8.87590111121521	8.03334484412038	2.4391201604074
CASQ2	0.0151437031862377	0.0176967587590275	0.0283777702494109	0.026607451124612	0.0953160312593154	0.0352396090423939	1.52793113248798	0.907177105483059	0.0	1.51990756854094	0.0	1.07435283090471
CASR	0.0235385399151782	0.0554636179429861	0.3650172180401663	0.0280295965219907	0.2371206854102437	0.0864881328022329	3.09337092619119	2.17040248629421	0.962773549420808	0.0	0.0	2.11013994903199
CASS4	0.085519971598201	0.2226772224443648	0.1545663595830717	0.5645488916042416	0.4779042039542774	0.4544412404249092	4.61744548718122	4.67301515323746	4.57151174464425	4.99174819354096	4.72277737209359	5.46353459015279
