	GSM3119483	GSM3119484	GSM3119485	GSM3119486	GSM3119487	GSM3119488	GSM5393469	GSM5393470	GSM5393471	GSM5393472	GSM5393473	GSM5393474
ABCA3	1.6842217915498476	2.432133628826891	1.7095817924965944	1.8800938304147192	2.0278971524352456	1.9814946744145567	8.57201650172685	8.32422972764221	7.4641361576645	8.63961492903586	9.4599969307622	9.09606667387256
ABCA4	2.617966068567297	5.2458264833555965	3.506843098969815	5.3670110459513465	5.723665039576375	5.334864992991289	10.4624659574509	9.09138680908487	7.41684431805625	8.73439746869283	6.93374337799841	8.63251635033515
ABCA5	1.0008004736368004	1.19208682730488	1.6127157809517485	1.272930935084866	1.7198493145704072	1.4730751277014635	8.20848893897758	7.43836241238186	7.22883185992959	7.86169561412245	7.67416107545498	7.98995068502992
ABCA6	1.095100751958677	2.639484554909811	1.7762345618612063	2.0103394452653847	5.3003617130036496	2.245888076043812	7.79660495601142	6.90749936109446	6.95857510194283	7.18734043076928	6.5271571830484	7.14398220874641
ABCA7	2.7632160856092525	4.424754167004552	2.616992794728485	2.9302017854554983	4.997558879604984	2.6600911891873125	9.5914129752772	9.91667929570398	9.85980518424694	9.49013073063851	9.92166384214675	9.35428101452025
ABCA8	2.30278110734205	3.355945144202774	3.016435701183992	3.803009995784192	5.3003617130036496	4.419619788033018	9.68352445173162	9.99673364212829	9.4599407771226	9.03332248428793	9.63363220442253	10.1005717082057
ABCA9	0.7564289727974549	2.588291283000596	3.016435701183992	2.2869698353310453	5.3003617130036496	4.419619788033018	8.07376728790112	5.83349312666377	6.41727438215417	7.10165063701186	5.00807987968803	6.89866988575127
ABCB1	2.553171244724145	2.0974557322843084	2.6256422218869067	2.3061630619732383	3.0451983069619004	2.551356051100652	8.280176655811	8.68798807473093	7.07485344137059	7.80859966060106	5.05894525221346	8.37341938249982
ABCB10	1.7071006663346908	1.4740933381423595	2.796007930858593	2.2128867902094798	2.646058945320219	2.47703224429056	8.50627233401124	8.01811591263551	8.2690952135251	8.28529357500542	8.18987753470328	8.11029294013712
ABCB11	0.0247423538726335	0.0	0.0077635673587404	0.0	0.0	0.0	1.52793113248798	0.0	0.962773549420808	0.0	0.0	1.07435283090471
ABCB4	1.058358061235716	1.022254168573947	0.2930208045991523	0.5414831206363493	0.5592372694884731	0.7560924506892122	3.09337092619119	3.52412246562331	4.62797637545627	3.81496946317575	3.77640397382505	3.12770602381717
ABCB5	0.0508528469064391	0.0737416882311685	0.0694118113607193	0.1464597217409713	0.1601780029887513	0.1211741881734617	0.957439223542008	2.83341775138823	2.93420946486533	2.50317491358933	2.49036932429533	2.7068368987323
ABCB6	4.194418052121673	3.189141389747039	3.2531739283048884	2.141792438877352	2.5060915723057184	3.160152180979186	2.73360603162449	4.40146426283356	4.57151174464425	3.60956120558842	4.28369003870105	3.71847667276106
ABCB7	3.722946842686136	2.54991062637638	2.7706134183527005	3.094345872666739	2.8104821784489804	3.1349174717019177	7.96376917078221	7.81999195372753	7.59736595949236	8.03607328677205	8.13166498920051	8.59999477277137
ABCB8	5.742852386887272	4.012890428336391	4.405488689534773	4.135871371801772	4.296883178188675	3.7737642940928313	10.6701923993518	11.2264235644347	10.1666081299097	10.1587547242358	10.8304928808901	10.7062573944097
ABCB9	0.4487720012102914	1.2237129132908764	0.5299598382744005	0.3393996692655291	0.7359423606030391	0.4793371552520216	4.87065082646487	5.02296280837932	6.44896454610803	5.26132527213949	6.18185543786165	4.59820571079091
ABCC1	3.921560104770213	3.006386001375885	3.2483921382843506	3.918586594843988	3.923719678749389	3.878980316031374	10.2445706195919	10.8401126144882	10.5383999162233	10.3901988556747	10.7840062669646	11.290932028056
ABCC10	3.447963952073592	2.6554640338633644	3.233199364704684	3.427052318292906	3.072141824520381	2.6873182894549217	9.1734731355558	9.10061798604626	9.56670964793093	9.13507279806716	9.22964442521378	8.51533119546943
ABCC11	0.0086707889501777	0.0411197380037425	0.1047872471124669	0.1057035527679259	0.0493990815705613	0.0308367850019291	3.09337092619119	2.42676444430612	2.26189579936271	3.23339272576204	2.76001272995983	2.11013994903199
