ID	GSM3119483	GSM3119484	GSM3119485	GSM3119486	GSM3119487	GSM3119488	GSM5393469	GSM5393470	GSM5393471	GSM5393472	GSM5393473	GSM5393474
ABCA12	1.21007807891789	1.32181653507504	1.27693375964743	1.40154725329192	1.57762498472363	1.21811452540864	2.23668142373458	0.999475059542701	0.494628852486736	2.57623658152596	1.25374253197105	0.12847924862407
ABCA13	2.06685801941902	2.09146896898268	2.58262167495368	2.09662761973554	2.2813818908673	2.39604762896334	2.4071096400996	2.72823763724962	1.70621759367597	2.29698430646045	1.34609994458478	2.95653583192983
ABCA2	5.2909002148307	6.02178309868034	6.96860058184504	6.98499123793789	6.6866494829412	6.64744702416784	6.76895360247158	7.14413630824079	6.1488166012612	6.20610060493077	6.02481272846576	6.32845391729585
ABCA3	4.95639616694194	5.82388545172825	4.98581076902066	5.18358456861659	5.3550189432555	5.30119755620935	5.26244638710991	5.05729670684758	4.34520090783477	5.31841303746851	5.99763050566815	5.69632235024096
ABCA4	4.70482721235654	7.2120426329944	5.55289592450521	7.32766361589497	7.66794363518997	7.29699338727836	8.37093933496917	7.06921196571731	5.47937100420542	6.73027982203086	5.02070622432452	6.63355204352571
ABCA5	4.15818165699905	4.35317151440555	4.78194428423402	4.43558084860996	4.8911520350389	4.63960004198519	4.99624438237911	4.30602299735216	4.11823246797206	4.6854328978589	4.51735616689414	4.80038075333636
ABCA6	3.67839157750334	4.93516968894575	4.23268000089466	4.42318827525103	7.10052014337243	4.61487143249269	5.62361766287423	4.56333989912823	4.62424883120332	4.89705646244242	4.10977357775712	4.84535083945542
ABCA7	6.03718407308343	7.37924759381964	5.91907607016105	6.17206236372126	7.84191547841081	5.95388766049001	6.42108791287038	6.81554915999139	6.74657604004215	6.29825957798784	6.82159408466594	6.13351012476831
ABCA8	5.53391613164724	6.40245929607836	6.12246625067135	6.77115316266337	8.00601739389628	7.27967054593388	6.70545079265575	7.06914435626132	6.44582896202045	5.95044654037483	6.64751670331069	7.18971947808893
ABCA9	2.82676566807288	4.44010662575408	4.81717804744912	4.17472956643832	6.82865639855593	6.05297745544556	6.34906650520751	4.01533032708272	4.62346635776237	5.33639411144802	3.15548165779896	5.12494520449006
ABCB1	5.08356001038293	4.52378435548924	5.17257933843889	4.78014886134564	5.68793875868354	5.08133032723278	5.60468111525824	5.93343140751494	4.63303014957288	5.22452727992083	3.00793978770099	5.67984716561295
ABCB10	4.79528586868571	4.60468512889865	5.68601549417816	5.20902053588462	5.56335674436261	5.42509236225088	5.5577908485531	4.98184171480826	5.27795850157073	5.29707006469712	5.18449388347532	5.09059636150759
ABCB11	0.338343086732791	0.306682659367486	0.316616955098699	0.306682659367486	0.306682659367486	0.306682659367486	1.0177850376246	-0.193287096620266	0.569828591318459	-0.193287096620266	-0.193287096620266	0.658268806777765
ABCB4	2.57844729343659	2.5386415982729	1.73463851579334	2.00857615749019	2.0281506738372	2.24518980055074	1.69228198097383	2.05886602163592	2.99828280723973	2.3063865939774	2.27356606608113	1.72150230329897
ABCB5	1.19608881636031	1.22529823212717	1.2197726936373	1.3180967816213	1.33560325889938	1.28582884580131	0.0903405770449506	1.57944302764808	1.65944884078047	1.31730494250429	1.30714020228149	1.47896647363028
ABCB6	4.56819276396686	3.61629015819109	3.67692295967648	2.62454904571529	2.96950611810288	3.58884009951738	2.35106334937454	3.9459256894691	4.1085308316167	3.18868125503629	3.83330600082409	3.29282990124438
ABCB7	6.16384316671864	5.08840873860775	5.29074808463255	5.58754457055982	5.3272995880026	5.62474043356839	5.46402233370663	5.32155785108318	5.10096450717958	5.53566628875774	5.63038520673754	6.09443898160092
ABCB8	8.67595882112792	7.1776165938432	7.51765098026684	7.28413196537186	7.42358635476374	6.97050638381026	7.55911809655949	8.1531156382794	7.02134201194754	7.01295538430554	7.73030248525888	7.59763179329444
ABCB9	2.81212612335829	3.70030315888181	2.90517731128766	2.68677205824101	3.14125846689515	2.84715752702263	2.56794614499247	2.69482670781811	3.88272998895977	2.89338996711169	3.6602198911712	2.34099098899414
ABCC1	7.40621628404019	6.55028160832817	6.77662263299964	7.40343525008721	7.40823606830494	7.3663926947025	6.75551442537848	7.33242443875516	7.04015105033991	6.89658657200548	7.2780734207283	7.76913962616549
ABCC10	6.43477158976875	5.68285942613236	6.23100613585461	6.41493094191517	6.07819713142792	5.71308227119835	6.16570012962493	6.09615296943068	6.54108173139901	6.12904336011976	6.21932096091084	5.5374411356365
ABCC11	1.29318856936644	1.33447716355431	1.4154887840602	1.41665470694719	1.34501194100143	1.32139295941432	1.70301811281231	1.17315927030004	1.04211177563835	1.81431584342737	1.43804500979412	0.921487117184209
ABCC2	1.99670684310071	2.07581761961385	2.26725434038526	2.06792389660688	2.18840711957983	2.15798581949719	1.96018197338504	2.34930714064666	2.16786009458589	1.71042296842791	2.25429034912755	2.39659015157891
ABCC3	8.33097499431205	7.48248890538585	7.66339898137073	7.65541334398947	7.80285896588724	8.0640482672667	7.75480343046532	8.20331827944151	7.51722957278616	8.20678154742207	7.77502681240154	7.70921550747464
ABCC4	3.99247541041895	4.4487287251008	4.32135286268839	4.86044314995104	4.26892401254351	4.62921317022309	4.77914993417891	4.73880841484197	4.30951134902911	4.31291176642743	3.94081413969895	4.57817677272066
ABCC5	6.98186548735291	6.83192323282562	6.94915270106924	6.81872325624652	7.13106295002826	7.63119616386515	7.10638888563499	7.14358502916191	7.46895902116829	6.99473874788161	6.89500008702312	6.93156809801242
ABCC6	2.38193350565703	2.51399398506069	2.44000572287751	2.64514595225182	2.22079365114007	2.78016815900805	2.06092868799256	2.75207927675588	2.43344680456755	1.69769639777326	3.0969522027754	2.91785136671513
ABCC8	2.62765921018323	3.51689692584222	3.77984780475943	1.66789343554759	2.19743494803183	3.88898849342585	3.44516704398828	4.8456276817035	2.23618482797384	4.04308241402068	0.0641595460841189	2.40556676979014
